acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,angle
-0.013,-0.013,-0.045,-1.51,-0.082,-1.463,294.3
-0.038,-0.006,-0.023,-1.512,-0.083,-1.467,294.3
-0.013,0.011,-0.037,-1.512,-0.085,-1.472,294.3
-0.008,0.03,-0.031,-1.513,-0.088,-1.478,294.3
-0.045,0.041,-0.042,-1.507,-0.091,-1.483,294.3
0.02,0.049,-0.028,-1.507,-0.09,-1.488,294.3
-0.037,0.014,0.002,-1.507,-0.089,-1.492,294.3
-0.015,0.009,-0.051,-1.507,-0.089,-1.497,294.3
-0.034,-0.013,-0.027,-1.508,-0.089,-1.501,294.3
-0.015,-0.008,-0.016,-1.508,-0.088,-1.505,294.3
-0.015,0.008,-0.098,-1.506,-0.086,-1.51,294.3
-0.034,0.037,-0.053,-1.507,-0.089,-1.515,295.7
0.023,0.039,-0.063,-1.5,-0.095,-1.52,295.7
0.011,0.019,-0.094,-1.49,-0.102,-1.524,295.7
-0.028,0.008,-0.083,-1.479,-0.103,-1.527,295.7
-0.035,-0.017,-0.091,-1.47,-0.102,-1.531,295.7
-0.025,-0.0,-0.094,-1.464,-0.098,-1.534,295.7
-0.034,-0.029,-0.073,-1.456,-0.097,-1.537,295.7
-0.001,-0.036,-0.073,-1.448,-0.094,-1.539,295.7
-0.013,-0.026,-0.105,-1.436,-0.091,-1.542,295.7
-0.023,-0.03,-0.062,-1.431,-0.093,-1.545,295.7
-0.013,-0.021,-0.083,-1.429,-0.094,-1.548,299.5
-0.024,-0.021,-0.08,-1.424,-0.096,-1.552,299.5
-0.015,-0.026,-0.062,-1.419,-0.094,-1.556,299.5
0.014,0.003,-0.055,-1.414,-0.093,-1.559,299.5
-0.015,0.033,-0.08,-1.406,-0.096,-1.564,299.5
-0.069,0.031,-0.024,-1.404,-0.103,-1.569,299.5
-0.017,0.024,0.039,-1.408,-0.105,-1.575,299.5
-0.045,0.018,0.055,-1.415,-0.109,-1.581,299.5
-0.029,-0.0,0.076,-1.421,-0.115,-1.588,299.5
-0.01,-0.02,0.046,-1.424,-0.118,-1.593,300.6
-0.062,-0.066,0.076,-1.432,-0.113,-1.597,300.6
0.011,-0.077,0.072,-1.435,-0.113,-1.601,300.6
0.008,-0.088,0.041,-1.434,-0.111,-1.604,300.6
0.005,-0.103,0.06,-1.438,-0.105,-1.607,300.6
-0.043,-0.065,0.046,-1.444,-0.102,-1.61,300.6
-0.047,-0.054,0.043,-1.448,-0.096,-1.612,300.6
-0.001,-0.081,0.05,-1.452,-0.092,-1.614,300.6
-0.037,-0.047,0.023,-1.455,-0.087,-1.616,300.6
-0.033,-0.043,0.035,-1.459,-0.081,-1.618,300.6
-0.01,-0.034,0.038,-1.463,-0.078,-1.621,301.3
-0.028,-0.016,0.022,-1.466,-0.075,-1.624,301.3
-0.022,-0.012,0.031,-1.469,-0.074,-1.627,301.3
-0.047,0.004,0.024,-1.471,-0.075,-1.631,301.3
-0.008,-0.014,0.012,-1.473,-0.074,-1.634,301.3
-0.009,0.011,0.013,-1.474,-0.075,-1.638,301.3
-0.015,0.007,0.021,-1.477,-0.074,-1.642,301.3
-0.007,0.006,0.032,-1.48,-0.072,-1.646,301.3
-0.004,0.008,-0.004,-1.479,-0.073,-1.649,301.3
-0.014,-0.039,0.003,-1.48,-0.07,-1.652,301.3
-0.026,-0.044,0.021,-1.485,-0.065,-1.654,305.9
-0.001,-0.021,0.01,-1.486,-0.064,-1.657,305.9
-0.044,-0.017,0.007,-1.486,-0.063,-1.66,305.9
-0.043,-0.01,0.005,-1.487,-0.063,-1.662,305.9
-0.016,0.021,0.013,-1.489,-0.064,-1.665,305.9
0.012,0.028,0.002,-1.49,-0.063,-1.669,305.9
-0.035,0.017,-0.027,-1.49,-0.064,-1.673,305.9
-0.031,0.025,0.008,-1.491,-0.064,-1.677,305.9
-0.012,0.024,0.019,-1.494,-0.064,-1.681,305.9
-0.029,0.003,0.001,-1.494,-0.068,-1.685,305.9
-0.002,-0.005,-0.006,-1.494,-0.072,-1.689,309.4
0.001,-0.006,0.009,-1.496,-0.07,-1.692,309.4
-0.013,0.001,0.024,-1.5,-0.07,-1.696,309.4
-0.001,-0.008,0.01,-1.5,-0.068,-1.699,309.4
-0.017,0.011,0.045,-1.501,-0.068,-1.702,309.4
-0.002,0.002,0.046,-1.505,-0.071,-1.706,309.4
-0.022,0.033,0.017,-1.507,-0.074,-1.71,309.4
-0.029,0.049,0.018,-1.509,-0.078,-1.715,309.4
0.02,0.027,0.041,-1.512,-0.084,-1.72,309.4
-0.011,-0.005,0.014,-1.514,-0.083,-1.724,309.4
-0.044,-0.004,0.021,-1.516,-0.083,-1.728,309.4
-0.063,0.005,0.041,-1.522,-0.084,-1.731,309.4
-0.015,-0.02,0.038,-1.526,-0.082,-1.735,309.4
0.01,-0.026,0.04,-1.53,-0.08,-1.738,309.4
0.002,-0.015,0.027,-1.532,-0.078,-1.741,309.4
-0.01,-0.011,0.016,-1.534,-0.077,-1.744,309.4
-0.016,-0.03,0.015,-1.535,-0.077,-1.747,309.4
-0.04,-0.016,-0.006,-1.536,-0.076,-1.749,309.4
-0.02,-0.021,-0.0,-1.536,-0.072,-1.752,309.4
-0.032,0.017,-0.025,-1.535,-0.073,-1.755,309.4
-0.005,0.014,-0.02,-1.533,-0.073,-1.757,309.4
-0.038,-0.007,-0.037,-1.53,-0.073,-1.759,309.4
-0.02,0.004,-0.041,-1.53,-0.071,-1.762,309.4
-0.01,-0.002,-0.015,-1.529,-0.071,-1.765,309.4
0.016,0.005,-0.027,-1.526,-0.072,-1.768,309.4
-0.016,0.01,-0.043,-1.522,-0.073,-1.77,309.4
-0.018,0.017,-0.023,-1.521,-0.075,-1.773,309.4
-0.043,0.005,-0.033,-1.521,-0.078,-1.776,309.4
-0.043,0.003,-0.049,-1.518,-0.078,-1.779,309.4
-0.047,-0.002,-0.025,-1.516,-0.077,-1.782,309.4
0.013,-0.003,-0.013,-1.516,-0.079,-1.784,313.6
-0.006,-0.015,-0.026,-1.514,-0.078,-1.787,313.6
0.003,-0.001,-0.029,-1.511,-0.076,-1.79,313.6
-0.015,-0.009,-0.005,-1.51,-0.075,-1.793,313.6
-0.024,-0.008,-0.019,-1.51,-0.076,-1.795,313.6
-0.002,-0.013,-0.004,-1.507,-0.076,-1.8,313.6
-0.01,-0.024,-0.016,-1.505,-0.073,-1.803,313.6
-0.03,-0.027,-0.016,-1.504,-0.069,-1.804,313.6
-0.04,-0.057,-0.021,-1.505,-0.066,-1.806,313.6
-0.059,-0.037,-0.008,-1.505,-0.061,-1.807,315.7
-0.069,-0.035,-0.023,-1.505,-0.059,-1.808,315.7
0.01,-0.014,-0.003,-1.506,-0.061,-1.81,315.7
0.014,-0.016,-0.021,-1.505,-0.062,-1.811,315.7
0.005,0.012,-0.008,-1.504,-0.061,-1.813,315.7
-0.05,0.001,-0.014,-1.503,-0.06,-1.815,315.7
-0.008,0.007,-0.022,-1.503,-0.06,-1.818,315.7
-0.077,0.023,-0.01,-1.503,-0.062,-1.82,315.7
-0.053,0.009,-0.008,-1.504,-0.063,-1.823,315.7
0.003,0.008,-0.007,-1.504,-0.065,-1.825,315.7
-0.007,-0.004,-0.013,-1.502,-0.067,-1.828,317.8
-0.016,0.01,-0.003,-1.501,-0.068,-1.83,317.8
-0.029,0.022,-0.007,-1.5,-0.071,-1.832,317.8
-0.025,0.012,-0.012,-1.498,-0.072,-1.835,317.8
-0.048,0.003,-0.003,-1.5,-0.073,-1.837,317.8
-0.059,-0.013,0.0,-1.501,-0.073,-1.839,317.8
-0.009,0.005,0.004,-1.503,-0.072,-1.842,317.8
0.006,-0.003,0.015,-1.505,-0.073,-1.844,317.8
-0.046,-0.003,0.007,-1.507,-0.073,-1.847,317.8
0.029,0.003,0.04,-1.509,-0.071,-1.85,317.8
0.017,-0.031,0.056,-1.511,-0.07,-1.852,321.0
-0.056,-0.016,0.008,-1.513,-0.071,-1.854,321.0
-0.048,0.001,0.02,-1.515,-0.071,-1.856,321.0
-0.014,-0.006,0.034,-1.519,-0.075,-1.859,321.0
0.005,0.007,0.039,-1.524,-0.076,-1.862,321.0
-0.032,0.024,0.009,-1.525,-0.079,-1.865,321.0
-0.015,0.023,0.034,-1.529,-0.082,-1.869,321.0
0.0,0.018,0.024,-1.531,-0.084,-1.872,321.0
-0.0,0.034,0.003,-1.531,-0.086,-1.876,321.0
-0.026,0.047,-0.003,-1.531,-0.091,-1.88,321.0
-0.063,0.066,0.012,-1.533,-0.099,-1.885,323.1
-0.05,0.065,0.025,-1.535,-0.104,-1.89,323.1
-0.031,-0.002,0.014,-1.537,-0.105,-1.893,323.1
-0.037,-0.005,-0.004,-1.537,-0.104,-1.895,323.1
-0.038,-0.033,0.0,-1.54,-0.102,-1.898,323.1
-0.039,-0.024,-0.01,-1.542,-0.099,-1.901,323.1
-0.008,-0.018,-0.015,-1.542,-0.097,-1.904,323.1
0.015,-0.011,-0.028,-1.54,-0.095,-1.906,323.1
-0.024,0.016,-0.046,-1.536,-0.097,-1.908,323.1
0.015,-0.034,-0.003,-1.535,-0.097,-1.91,323.1
0.01,-0.044,-0.042,-1.53,-0.095,-1.911,325.5
0.042,-0.063,-0.029,-1.526,-0.093,-1.912,325.5
-0.02,-0.026,-0.041,-1.526,-0.095,-1.913,325.5
-0.004,-0.007,0.007,-1.527,-0.095,-1.914,325.5
-0.033,-0.043,-0.057,-1.526,-0.093,-1.915,325.5
-0.056,-0.027,-0.067,-1.526,-0.092,-1.916,325.5
-0.029,-0.027,-0.033,-1.527,-0.092,-1.918,325.5
-0.045,-0.034,-0.024,-1.527,-0.094,-1.919,325.5
-0.001,-0.026,-0.033,-1.526,-0.094,-1.92,325.5
-0.027,-0.002,-0.054,-1.526,-0.093,-1.922,325.5
-0.026,0.009,-0.033,-1.528,-0.091,-1.924,327.3
0.001,0.021,-0.033,-1.528,-0.092,-1.928,327.3
-0.053,-0.008,-0.027,-1.525,-0.091,-1.93,327.3
-0.018,0.014,-0.029,-1.522,-0.092,-1.932,327.3
0.014,0.019,-0.029,-1.517,-0.095,-1.933,327.3
0.001,-0.018,-0.021,-1.514,-0.093,-1.935,327.3
-0.011,-0.025,-0.025,-1.511,-0.09,-1.937,327.3
-0.031,-0.022,-0.024,-1.508,-0.086,-1.938,327.3
-0.053,-0.022,-0.023,-1.507,-0.081,-1.939,327.3
-0.031,-0.025,-0.005,-1.507,-0.077,-1.94,327.3
-0.046,-0.009,-0.006,-1.509,-0.075,-1.942,329.4
0.036,-0.01,0.015,-1.509,-0.073,-1.943,329.4
0.012,-0.018,-0.0,-1.508,-0.071,-1.945,329.4
-0.045,-0.009,-0.01,-1.508,-0.073,-1.947,329.4
-0.099,0.038,0.025,-1.51,-0.076,-1.949,329.4
-0.029,0.009,0.038,-1.514,-0.076,-1.95,329.4
0.025,-0.009,0.037,-1.515,-0.075,-1.952,329.4
0.057,0.002,-0.01,-1.512,-0.077,-1.954,329.4
-0.01,0.003,0.008,-1.512,-0.079,-1.956,329.4
-0.022,0.016,0.031,-1.515,-0.082,-1.958,329.4
-0.02,0.017,0.013,-1.516,-0.082,-1.961,331.9
-0.012,-0.008,0.016,-1.517,-0.081,-1.963,331.9
-0.065,0.001,0.025,-1.52,-0.079,-1.965,331.9
-0.067,-0.005,0.064,-1.524,-0.079,-1.966,331.9
0.004,-0.017,0.066,-1.529,-0.079,-1.969,331.9
0.037,-0.005,0.054,-1.531,-0.083,-1.971,331.9
-0.011,0.024,0.029,-1.532,-0.085,-1.973,331.9
-0.016,0.018,-0.001,-1.533,-0.087,-1.975,331.9
0.005,0.003,0.015,-1.534,-0.089,-1.978,331.9
0.016,0.0,-0.029,-1.531,-0.088,-1.98,331.9
-0.011,-0.002,-0.056,-1.53,-0.088,-1.982,334.3
0.003,-0.01,-0.016,-1.529,-0.088,-1.985,334.3
-0.019,0.001,-0.048,-1.529,-0.086,-1.987,334.3
-0.113,0.009,-0.054,-1.529,-0.087,-1.989,334.3
-0.1,-0.017,-0.048,-1.531,-0.087,-1.991,334.3
-0.015,-0.014,-0.011,-1.531,-0.088,-1.993,334.3
-0.038,-0.031,-0.045,-1.528,-0.089,-1.994,334.3
-0.003,-0.028,-0.028,-1.523,-0.086,-1.995,334.3
-0.002,-0.029,-0.042,-1.521,-0.084,-1.997,334.3
-0.079,-0.003,-0.045,-1.519,-0.083,-1.998,334.3
-0.014,-0.012,-0.019,-1.518,-0.081,-1.999,335.7
-0.0,-0.021,-0.029,-1.517,-0.078,-2.001,335.7
-0.003,-0.007,-0.019,-1.513,-0.074,-2.002,335.7
0.026,-0.005,-0.015,-1.51,-0.073,-2.003,335.7
0.006,-0.001,-0.034,-1.506,-0.073,-2.005,335.7
-0.036,-0.019,-0.023,-1.506,-0.076,-2.007,335.7
-0.059,-0.034,-0.029,-1.505,-0.075,-2.008,335.7
-0.036,-0.029,-0.005,-1.504,-0.072,-2.009,335.7
-0.044,-0.021,-0.029,-1.504,-0.068,-2.009,335.7
-0.028,-0.04,-0.007,-1.504,-0.068,-2.01,338.6
0.015,-0.019,-0.007,-1.504,-0.066,-2.01,338.6
0.015,-0.002,-0.004,-1.503,-0.065,-2.011,338.6
0.005,0.034,-0.044,-1.5,-0.066,-2.014,338.6
-0.029,0.045,-0.019,-1.5,-0.072,-2.016,338.6
-0.064,0.062,-0.025,-1.5,-0.076,-2.019,338.6
-0.032,0.055,0.0,-1.5,-0.077,-2.021,338.6
0.029,0.002,-0.012,-1.5,-0.076,-2.024,338.6
-0.019,0.006,-0.017,-1.499,-0.078,-2.026,338.6
-0.004,0.011,-0.003,-1.501,-0.078,-2.028,338.6
-0.035,0.008,-0.017,-1.501,-0.08,-2.03,341.0
-0.025,-0.002,-0.014,-1.499,-0.08,-2.033,341.0
-0.009,0.008,-0.019,-1.497,-0.081,-2.035,341.0
0.003,0.003,-0.001,-1.496,-0.084,-2.037,341.0
-0.012,-0.002,-0.015,-1.496,-0.085,-2.039,341.0
-0.039,-0.016,-0.011,-1.496,-0.087,-2.041,341.0
-0.014,-0.036,0.01,-1.497,-0.085,-2.042,341.0
0.009,-0.033,-0.012,-1.496,-0.082,-2.043,341.0
-0.027,-0.007,-0.007,-1.495,-0.083,-2.045,341.0
-0.024,0.014,-0.009,-1.495,-0.083,-2.047,341.0
-0.032,0.039,0.006,-1.496,-0.086,-2.049,341.0
0.032,0.031,0.012,-1.496,-0.086,-2.051,341.0
0.001,0.006,-0.009,-1.495,-0.087,-2.054,341.0
-0.022,-0.003,-0.028,-1.492,-0.087,-2.056,341.0
-0.053,0.001,-0.012,-1.491,-0.084,-2.058,341.0
-0.061,0.002,0.009,-1.494,-0.083,-2.061,341.0
0.017,0.022,0.004,-1.494,-0.081,-2.062,341.0
0.005,-0.013,-0.021,-1.493,-0.076,-2.064,341.0
0.018,0.026,-0.006,-1.492,-0.073,-2.065,341.0
-0.036,0.018,0.001,-1.492,-0.074,-2.067,341.0
-0.036,0.009,-0.01,-1.494,-0.076,-2.069,345.6
-0.051,0.007,-0.003,-1.494,-0.075,-2.07,345.6
-0.016,-0.005,-0.008,-1.494,-0.069,-2.071,345.6
-0.016,-0.009,-0.01,-1.493,-0.068,-2.072,345.6
-0.018,-0.011,-0.004,-1.494,-0.069,-2.074,345.6
-0.027,0.016,-0.016,-1.494,-0.072,-2.076,345.6
-0.003,0.026,-0.008,-1.495,-0.076,-2.079,345.6
-0.034,0.069,-0.016,-1.494,-0.083,-2.082,345.6
-0.033,0.028,0.004,-1.493,-0.087,-2.085,345.6
-0.052,0.005,-0.014,-1.494,-0.091,-2.087,345.6
-0.002,0.031,0.011,-1.495,-0.091,-2.09,348.0
0.006,0.037,0.004,-1.494,-0.091,-2.093,348.0
-0.002,0.003,0.01,-1.493,-0.089,-2.095,348.0
0.008,-0.006,-0.024,-1.49,-0.09,-2.097,348.0
-0.028,-0.001,-0.004,-1.49,-0.089,-2.099,348.0
-0.003,-0.008,0.015,-1.49,-0.086,-2.101,348.0
-0.02,-0.007,0.004,-1.491,-0.084,-2.102,348.0
0.006,-0.015,-0.001,-1.491,-0.085,-2.104,348.0
0.017,-0.011,-0.002,-1.491,-0.084,-2.105,348.0
-0.073,-0.014,-0.013,-1.491,-0.083,-2.107,348.0
-0.049,-0.012,0.009,-1.495,-0.082,-2.108,349.8
-0.001,-0.001,0.01,-1.495,-0.082,-2.11,349.8
0.01,-0.005,0.005,-1.494,-0.081,-2.112,349.8
-0.013,-0.004,-0.008,-1.494,-0.08,-2.113,349.8
-0.001,-0.024,0.009,-1.494,-0.08,-2.114,349.8
-0.02,0.003,0.003,-1.494,-0.078,-2.115,349.8
-0.033,-0.004,-0.014,-1.493,-0.075,-2.117,349.8
-0.055,-0.023,-0.003,-1.494,-0.076,-2.118,349.8
-0.02,-0.007,0.008,-1.494,-0.075,-2.119,349.8
0.001,-0.014,0.006,-1.493,-0.073,-2.121,349.8
-0.04,-0.012,-0.004,-1.493,-0.072,-2.122,350.5
-0.051,-0.01,0.008,-1.494,-0.073,-2.123,350.5
0.034,-0.015,0.031,-1.495,-0.072,-2.124,350.5
0.037,-0.026,0.026,-1.494,-0.073,-2.126,350.5
-0.003,-0.031,0.0,-1.494,-0.074,-2.127,350.5
-0.013,-0.009,0.032,-1.497,-0.073,-2.128,350.5
-0.072,-0.007,0.021,-1.499,-0.072,-2.129,350.5
-0.032,-0.0,0.033,-1.504,-0.07,-2.129,350.5
-0.036,-0.04,0.034,-1.508,-0.068,-2.13,350.5
-0.001,-0.055,0.014,-1.509,-0.067,-2.13,350.5
-0.029,-0.046,-0.005,-1.508,-0.065,-2.13,352.6
0.007,-0.026,0.04,-1.512,-0.064,-2.13,352.6
0.013,-0.012,0.003,-1.514,-0.064,-2.13,352.6
-0.011,-0.004,0.034,-1.515,-0.063,-2.13,352.6
0.047,-0.039,0.025,-1.514,-0.063,-2.13,352.6
0.035,-0.031,0.007,-1.513,-0.063,-2.13,352.6
0.003,0.004,-0.003,-1.511,-0.062,-2.13,352.6
-0.005,0.009,-0.012,-1.511,-0.065,-2.13,352.6
-0.071,-0.017,-0.001,-1.511,-0.061,-2.129,352.6
-0.082,-0.047,-0.023,-1.513,-0.056,-2.129,352.6
-0.035,-0.021,-0.002,-1.514,-0.055,-2.129,353.7
0.074,0.01,0.011,-1.513,-0.053,-2.129,353.7
0.084,-0.012,-0.029,-1.509,-0.051,-2.129,353.7
-0.049,-0.013,-0.047,-1.508,-0.053,-2.128,353.7
-0.044,-0.011,-0.033,-1.51,-0.057,-2.128,353.7
-0.01,-0.019,-0.001,-1.512,-0.059,-2.128,353.7
-0.061,-0.005,-0.017,-1.511,-0.06,-2.127,353.7
-0.011,-0.009,-0.017,-1.51,-0.059,-2.127,353.7
0.039,-0.004,0.001,-1.508,-0.058,-2.127,353.7
0.025,0.033,-0.023,-1.507,-0.061,-2.128,353.7
0.013,0.034,-0.02,-1.505,-0.067,-2.129,353.7
-0.003,0.024,-0.01,-1.504,-0.072,-2.129,353.7
-0.042,-0.007,-0.018,-1.502,-0.071,-2.128,353.7
-0.023,-0.038,0.003,-1.501,-0.068,-2.127,353.7
-0.003,-0.041,-0.007,-1.501,-0.065,-2.125,353.7
-0.005,-0.035,-0.008,-1.501,-0.062,-2.123,353.7
-0.015,-0.044,-0.029,-1.497,-0.06,-2.121,353.7
-0.012,-0.068,-0.001,-1.495,-0.055,-2.119,353.7
-0.01,-0.043,-0.008,-1.496,-0.052,-2.117,354.0
-0.032,-0.039,-0.033,-1.496,-0.051,-2.114,354.0
0.002,-0.056,-0.004,-1.494,-0.048,-2.111,354.0
0.003,-0.068,-0.02,-1.491,-0.046,-2.108,354.0
-0.048,-0.061,-0.062,-1.486,-0.044,-2.104,354.0
-0.022,-0.033,-0.009,-1.486,-0.045,-2.101,354.0
-0.014,-0.033,-0.048,-1.484,-0.042,-2.098,354.0
-0.004,-0.05,-0.03,-1.478,-0.04,-2.095,354.0
0.007,-0.043,-0.038,-1.477,-0.035,-2.092,354.0
-0.015,-0.029,-0.029,-1.474,-0.03,-2.088,354.0
0.001,-0.035,-0.033,-1.47,-0.028,-2.085,354.0
-0.004,-0.057,-0.043,-1.466,-0.024,-2.082,354.0
-0.046,-0.03,-0.025,-1.463,-0.02,-2.078,354.0
0.012,-0.018,-0.012,-1.462,-0.019,-2.075,354.0
0.008,-0.027,-0.015,-1.46,-0.019,-2.073,354.0
-0.031,0.001,-0.03,-1.458,-0.018,-2.07,354.0
-0.017,-0.006,-0.019,-1.456,-0.016,-2.067,354.0
-0.014,0.001,-0.015,-1.455,-0.017,-2.064,354.0
0.007,-0.013,0.033,-1.456,-0.016,-2.062,354.0
-0.002,0.01,0.041,-1.459,-0.016,-2.059,353.0
-0.01,-0.021,0.038,-1.463,-0.014,-2.056,353.0
-0.012,0.008,0.048,-1.466,-0.01,-2.053,353.0
-0.02,-0.021,0.011,-1.469,-0.008,-2.05,353.0
-0.036,0.002,0.021,-1.47,-0.005,-2.047,353.0
-0.027,0.017,0.038,-1.474,-0.003,-2.044,353.0
0.003,0.002,0.033,-1.476,-0.002,-2.041,353.0
0.005,-0.019,-0.003,-1.476,0.001,-2.037,353.0
-0.032,-0.014,0.006,-1.477,0.005,-2.034,353.0
-0.023,0.029,0.045,-1.481,0.005,-2.031,353.0
-0.069,-0.046,0.007,-1.484,0.006,-2.028,353.0
0.026,0.018,0.042,-1.483,0.005,-2.025,352.6
-0.015,-0.022,-0.005,-1.482,0.003,-2.022,352.6
0.005,0.027,0.025,-1.482,0.004,-2.019,352.6
0.016,0.021,0.013,-1.484,0.003,-2.016,352.6
-0.014,0.02,-0.002,-1.483,0.004,-2.013,352.6
0.005,-0.032,0.013,-1.481,0.006,-2.01,352.6
-0.005,-0.005,0.014,-1.481,0.008,-2.007,352.6
-0.011,0.004,0.017,-1.483,0.008,-2.004,352.6
0.006,0.007,0.008,-1.484,0.008,-2.001,352.6
-0.025,0.008,0.021,-1.486,0.008,-1.998,352.6
-0.039,-0.02,0.013,-1.487,0.009,-1.994,352.6
-0.032,-0.042,0.009,-1.489,0.01,-1.991,352.6
0.003,-0.012,0.043,-1.493,0.009,-1.988,352.6
-0.023,-0.021,0.029,-1.498,0.012,-1.984,352.6
-0.048,-0.024,0.006,-1.5,0.012,-1.981,352.6
-0.01,0.01,0.044,-1.505,0.01,-1.978,352.6
0.036,0.019,0.065,-1.511,0.007,-1.975,352.6
0.038,0.027,0.015,-1.509,0.002,-1.973,352.6
-0.064,0.022,0.017,-1.513,-0.003,-1.971,352.6
-0.062,-0.005,0.046,-1.516,-0.007,-1.968,351.6
-0.034,-0.001,0.021,-1.52,-0.006,-1.966,351.6
-0.004,-0.002,0.03,-1.522,-0.008,-1.963,351.6
0.032,-0.003,0.02,-1.523,-0.006,-1.961,351.6
-0.015,-0.019,0.023,-1.525,-0.004,-1.958,351.6
-0.031,-0.008,0.018,-1.528,-0.002,-1.955,351.6
-0.008,0.014,0.033,-1.532,-0.001,-1.952,351.6
0.0,0.005,0.023,-1.532,0.002,-1.948,351.6
-0.017,-0.014,0.006,-1.534,0.003,-1.945,351.6
0.013,-0.036,0.071,-1.537,0.003,-1.942,351.6
-0.022,-0.019,0.065,-1.544,0.006,-1.938,351.6
-0.028,0.004,0.08,-1.552,0.008,-1.935,350.2
0.006,0.01,0.062,-1.558,0.009,-1.932,350.2
-0.038,-0.002,0.055,-1.563,0.011,-1.929,350.2
-0.023,0.002,0.067,-1.569,0.012,-1.925,350.2
-0.003,0.014,0.081,-1.577,0.013,-1.922,350.2
0.008,-0.01,0.074,-1.581,0.013,-1.92,350.2
0.011,0.0,0.051,-1.585,0.013,-1.916,350.2
0.011,-0.007,0.046,-1.588,0.012,-1.913,350.2
-0.015,-0.007,0.023,-1.59,0.011,-1.91,350.2
-0.031,-0.003,0.016,-1.591,0.009,-1.908,350.2
-0.034,0.014,0.036,-1.594,0.006,-1.905,348.4
0.002,-0.019,0.022,-1.596,0.008,-1.903,348.4
0.004,-0.024,-0.01,-1.594,0.007,-1.901,348.4
-0.063,-0.001,0.006,-1.592,0.002,-1.899,348.4
-0.022,0.012,0.045,-1.595,0.002,-1.896,348.4
-0.022,-0.037,0.009,-1.596,0.006,-1.892,348.4
-0.029,-0.063,-0.011,-1.595,0.011,-1.886,348.4
0.001,-0.092,0.016,-1.598,0.02,-1.881,348.4
-0.027,-0.057,0.015,-1.601,0.026,-1.876,348.4
-0.034,-0.043,0.02,-1.602,0.031,-1.872,348.4
-0.031,-0.008,0.014,-1.604,0.031,-1.868,347.3
-0.005,-0.003,0.009,-1.604,0.03,-1.865,347.3
0.009,-0.017,0.044,-1.606,0.027,-1.862,347.3
-0.024,0.018,0.014,-1.609,0.028,-1.86,347.3
-0.015,0.015,0.012,-1.612,0.027,-1.857,347.3
0.024,-0.001,0.037,-1.613,0.027,-1.854,347.3
-0.02,-0.005,-0.01,-1.611,0.026,-1.851,347.3
-0.047,0.008,-0.031,-1.612,0.025,-1.849,347.3
-0.083,0.024,0.008,-1.613,0.023,-1.848,347.3
-0.0,0.038,-0.026,-1.613,0.021,-1.846,347.3
0.026,-0.003,-0.007,-1.609,0.02,-1.843,345.9
-0.027,0.002,-0.069,-1.607,0.024,-1.841,345.9
-0.079,-0.03,0.009,-1.607,0.029,-1.837,345.9
-0.049,-0.043,-0.02,-1.607,0.031,-1.834,345.9
-0.015,-0.024,-0.061,-1.598,0.031,-1.828,345.9
0.006,-0.026,-0.064,-1.591,0.032,-1.825,345.9
-0.036,0.003,-0.029,-1.589,0.031,-1.823,345.9
-0.04,0.01,-0.099,-1.584,0.031,-1.82,345.9
-0.034,-0.018,-0.035,-1.581,0.031,-1.818,345.9
-0.005,-0.018,-0.05,-1.579,0.032,-1.815,344.2
0.021,0.002,-0.084,-1.572,0.032,-1.813,344.2
-0.006,0.007,-0.024,-1.567,0.032,-1.811,344.2
-0.029,-0.012,-0.061,-1.565,0.032,-1.808,344.2
-0.058,-0.008,-0.047,-1.561,0.032,-1.806,344.2
-0.045,-0.022,0.011,-1.562,0.033,-1.803,344.2
-0.008,-0.029,-0.064,-1.561,0.038,-1.8,344.2
0.017,-0.034,-0.014,-1.559,0.039,-1.797,344.2
0.015,-0.008,-0.001,-1.559,0.041,-1.794,344.2
0.033,-0.001,-0.06,-1.554,0.044,-1.791,344.2
-0.005,-0.032,-0.017,-1.549,0.044,-1.789,343.1
-0.058,-0.013,-0.01,-1.55,0.048,-1.786,343.1
-0.022,-0.019,-0.05,-1.548,0.05,-1.783,343.1
0.005,-0.043,0.01,-1.545,0.052,-1.78,343.1
-0.043,-0.003,-0.048,-1.543,0.051,-1.778,343.1
-0.054,0.039,-0.039,-1.541,0.046,-1.776,343.1
0.001,0.04,0.034,-1.541,0.047,-1.773,343.1
0.03,0.013,-0.051,-1.537,0.047,-1.772,343.1
0.012,0.018,-0.045,-1.535,0.047,-1.77,343.1
0.006,0.036,0.04,-1.538,0.044,-1.769,343.1
-0.016,0.045,-0.056,-1.537,0.044,-1.768,343.1
-0.06,0.08,-0.038,-1.538,0.045,-1.768,343.1
-0.07,-0.017,0.038,-1.541,0.045,-1.767,343.1
-0.027,0.055,-0.022,-1.541,0.046,-1.767,343.1
0.029,0.032,-0.025,-1.535,0.04,-1.768,343.1
0.007,0.048,0.018,-1.537,0.034,-1.768,343.1
0.009,0.049,-0.027,-1.538,0.027,-1.768,343.1
-0.056,0.036,-0.009,-1.536,0.02,-1.768,343.1
-0.013,0.031,0.07,-1.541,0.016,-1.767,343.1
0.012,0.023,0.046,-1.543,0.018,-1.766,341.4
0.024,0.006,0.026,-1.544,0.017,-1.766,341.4
-0.008,-0.01,0.061,-1.549,0.018,-1.766,341.4
