acc_x,acc_y,angle,speed
0.003,0.02,60.9,89.4
0.011,0.022,60.9,89.4
-0.015,0.031,60.9,89.4
-0.016,0.015,60.9,89.4
-0.052,0.019,60.9,89.4
-0.043,-0.014,60.9,89.4
0.023,0.016,60.9,89.4
0.009,-0.005,60.9,89.4
0.002,0.03,60.9,89.4
-0.01,0.027,60.9,89.4
-0.031,0.009,61.9,90.0
-0.034,-0.002,61.9,90.0
-0.018,-0.006,61.9,90.0
-0.016,-0.008,61.9,90.0
-0.024,0.013,61.9,90.0
-0.016,-0.002,61.9,90.0
-0.024,0.012,61.9,90.0
0.016,0.028,61.9,90.0
-0.028,-0.02,61.9,90.0
0.02,-0.017,61.9,90.0
-0.015,-0.008,63.4,90.3
0.001,0.004,63.4,90.3
-0.027,0.005,63.4,90.3
-0.006,0.007,63.4,90.3
0.0,0.002,63.4,90.3
-0.035,0.01,63.4,90.3
-0.004,0.007,63.4,90.3
-0.001,0.017,63.4,90.3
0.001,0.011,63.4,90.3
0.007,0.017,64.4,90.2
-0.002,-0.007,64.4,90.2
-0.004,0.001,64.4,90.2
-0.009,0.023,64.4,90.2
-0.037,-0.013,64.4,90.2
0.033,0.016,64.4,90.2
0.005,-0.009,64.4,90.2
-0.005,-0.019,64.4,90.2
-0.037,0.008,64.4,90.2
-0.031,0.009,64.4,90.2
0.021,-0.008,64.4,90.2
-0.011,-0.005,65.9,92.3
-0.01,-0.017,65.9,92.3
-0.006,0.008,65.9,92.3
-0.016,0.05,65.9,92.3
-0.082,0.003,65.9,92.3
0.118,0.067,65.9,92.3
0.118,0.016,65.9,92.3
-0.044,0.002,65.9,92.3
-0.055,-0.031,65.9,92.3
-0.014,-0.005,65.9,92.3
0.1,0.044,67.6,92.4
-0.03,0.022,67.6,92.4
0.041,0.023,67.6,92.4
0.049,0.044,67.6,92.4
-0.084,0.011,67.6,92.4
-0.087,0.032,67.6,92.4
0.081,0.03,67.6,92.4
0.023,-0.018,67.6,92.4
-0.058,-0.039,67.6,92.4
-0.026,-0.018,67.6,92.4
-0.03,-0.021,69.0,92.4
-0.024,-0.037,69.0,92.4
0.009,-0.017,69.0,92.4
0.042,-0.024,69.0,92.4
0.049,-0.022,69.0,92.4
0.027,-0.024,69.0,92.4
0.008,-0.006,69.0,92.4
-0.025,-0.024,69.0,92.4
-0.024,-0.029,69.0,92.4
0.006,-0.014,69.0,92.4
0.008,-0.038,70.8,92.7
0.002,-0.017,70.8,92.7
-0.021,0.007,70.8,92.7
-0.001,0.01,70.8,92.7
-0.027,-0.006,70.8,92.7
-0.009,0.012,70.8,92.7
-0.032,0.006,70.8,92.7
-0.001,-0.0,70.8,92.7
0.014,-0.009,70.8,92.7
0.01,0.002,71.8,93.1
-0.029,0.001,71.8,93.1
0.002,0.015,71.8,93.1
-0.016,-0.0,71.8,93.1
0.009,-0.006,71.8,93.1
-0.001,0.017,71.8,93.1
-0.057,0.003,71.8,93.1
-0.059,-0.007,71.8,93.1
-0.033,0.025,71.8,93.1
0.038,0.017,71.8,93.1
0.082,0.0,72.5,94.1
0.051,0.018,72.5,94.1
-0.002,-0.008,72.5,94.1
-0.037,-0.004,72.5,94.1
-0.023,-0.007,72.5,94.1
-0.045,0.005,72.5,94.1
-0.046,0.014,72.5,94.1
-0.003,0.019,72.5,94.1
-0.009,-0.007,72.5,94.1
0.016,0.011,72.5,94.1
-0.013,0.028,94.0,93.7
-0.004,-0.001,94.0,93.7
-0.009,-0.011,94.0,93.7
-0.019,-0.002,94.0,93.7
0.013,0.014,94.0,93.7
0.027,-0.012,94.0,93.7
0.001,-0.006,94.0,93.7
-0.013,0.004,94.0,93.7
-0.032,-0.001,94.0,93.7
-0.078,0.015,94.0,93.7
0.006,0.013,94.0,93.7
0.026,-0.005,79.8,94.1
0.028,-0.022,79.8,94.1
0.004,-0.001,79.8,94.1
-0.028,0.015,79.8,94.1
-0.026,0.003,79.8,94.1
0.016,-0.001,79.8,94.1
-0.008,0.018,79.8,94.1
-0.017,0.019,79.8,94.1
0.005,-0.021,79.8,94.1
0.024,0.002,79.8,94.1
-0.01,0.015,77.0,94.7
-0.043,0.005,77.0,94.7
-0.01,-0.021,77.0,94.7
0.044,-0.017,77.0,94.7
0.056,0.003,77.0,94.7
0.012,-0.019,77.0,94.7
-0.058,-0.026,77.0,94.7
-0.07,0.003,77.0,94.7
-0.029,-0.002,79.1,93.4
0.019,-0.002,79.1,93.4
0.033,0.009,79.1,93.4
-0.01,0.009,79.1,93.4
-0.026,0.011,79.1,93.4
-0.022,-0.027,79.1,93.4
-0.044,-0.028,79.1,93.4
-0.048,-0.024,79.1,93.4
0.002,0.001,79.1,93.4
-0.016,-0.02,79.1,93.4
0.024,-0.011,80.5,93.2
0.044,0.01,80.5,93.2
0.002,0.003,80.5,93.2
-0.009,0.009,80.5,93.2
-0.053,0.017,80.5,93.2
-0.067,0.034,80.5,93.2
-0.036,0.045,80.5,93.2
-0.005,0.034,80.5,93.2
0.019,0.01,80.5,93.2
-0.012,0.035,80.5,93.2
-0.058,0.056,83.0,91.8
-0.043,0.048,83.0,91.8
-0.048,0.038,83.0,91.8
-0.003,0.06,83.0,91.8
-0.01,0.097,83.0,91.8
-0.001,0.081,83.0,91.8
-0.008,0.094,83.0,91.8
0.005,0.061,83.0,91.8
0.005,0.037,83.0,91.8
-0.047,0.007,83.0,91.8
-0.111,0.047,86.8,91.3
-0.11,0.056,86.8,91.3
-0.058,0.049,86.8,91.3
0.03,0.015,86.8,91.3
0.027,-0.01,86.8,91.3
-0.037,-0.01,86.8,91.3
0.008,-0.021,86.8,91.3
-0.048,-0.081,86.8,91.3
-0.095,-0.092,86.8,91.3
-0.088,-0.029,86.8,91.3
0.055,0.016,88.6,90.7
0.014,-0.069,88.6,90.7
0.006,-0.131,88.6,90.7
-0.03,-0.055,88.6,90.7
-0.07,-0.037,88.6,90.7
-0.013,-0.068,88.6,90.7
0.003,-0.046,88.6,90.7
0.004,-0.073,88.6,90.7
0.021,-0.053,88.6,90.7
0.055,-0.14,88.6,90.7
0.026,-0.13,89.3,89.8
-0.012,-0.067,89.3,89.8
-0.059,-0.022,89.3,89.8
-0.039,-0.062,89.3,89.8
-0.043,-0.064,89.3,89.8
-0.025,-0.097,89.3,89.8
-0.035,-0.053,89.3,89.8
-0.007,0.001,89.3,89.8
0.049,-0.021,89.3,89.8
0.014,-0.037,89.3,89.8
0.018,0.008,90.0,87.8
0.029,0.008,90.0,87.8
0.028,-0.022,90.0,87.8
-0.058,-0.013,90.0,87.8
-0.061,-0.05,90.0,87.8
-0.025,-0.02,90.0,87.8
-0.068,-0.066,90.0,87.8
0.001,-0.02,90.0,87.8
0.016,-0.013,90.0,87.8
0.015,-0.007,90.0,87.8
0.004,-0.042,89.3,85.3
-0.006,-0.044,89.3,85.3
0.003,-0.045,89.3,85.3
-0.009,-0.02,89.3,85.3
-0.007,-0.019,89.3,85.3
-0.04,0.004,89.3,85.3
-0.033,0.002,89.3,85.3
-0.024,-0.021,89.3,85.3
-0.017,0.008,89.3,85.3
-0.033,0.004,89.3,85.3
-0.046,-0.025,88.2,83.7
-0.052,-0.018,88.2,83.7
-0.026,0.045,88.2,83.7
0.005,0.054,88.2,83.7
-0.016,0.042,88.2,83.7
-0.02,0.048,88.2,83.7
-0.017,-0.004,88.2,83.7
-0.002,-0.034,88.2,83.7
-0.01,-0.058,88.2,83.7
0.008,-0.019,88.2,83.7
-0.031,-0.022,89.6,79.7
-0.033,0.023,89.6,79.7
-0.053,0.035,89.6,79.7
-0.044,0.023,89.6,79.7
-0.025,0.079,89.6,79.7
0.024,0.104,89.6,79.7
0.007,0.104,89.6,79.7
-0.024,0.05,89.6,79.7
-0.03,0.075,92.1,78.2
-0.034,0.059,92.1,78.2
-0.045,0.01,92.1,78.2
-0.068,-0.008,92.1,78.2
-0.055,0.01,92.1,78.2
0.043,0.014,92.1,78.2
0.02,0.001,92.1,78.2
-0.061,-0.032,92.1,78.2
-0.023,0.013,92.1,78.2
0.006,-0.007,92.1,78.2
-0.018,-0.034,93.9,77.5
-0.011,-0.049,93.9,77.5
0.023,-0.009,93.9,77.5
0.025,-0.004,93.9,77.5
-0.026,0.002,93.9,77.5
-0.039,-0.094,93.9,77.5
0.019,-0.001,93.9,77.5
-0.037,-0.008,93.9,77.5
-0.083,0.01,93.9,77.5
-0.059,-0.011,93.9,77.5
-0.008,-0.035,94.9,79.4
-0.008,-0.037,94.9,79.4
-0.024,-0.038,94.9,79.4
-0.011,-0.004,94.9,79.4
-0.022,-0.01,94.9,79.4
-0.003,-0.005,94.9,79.4
-0.027,-0.007,94.9,79.4
-0.019,-0.02,94.9,79.4
0.02,0.014,94.9,79.4
-0.019,0.027,94.9,79.4
0.0,0.003,96.3,78.8
-0.001,-0.006,96.3,78.8
0.007,-0.009,96.3,78.8
-0.007,-0.016,96.3,78.8
-0.01,-0.005,96.3,78.8
-0.0,-0.003,96.3,78.8
-0.061,-0.048,96.3,78.8
-0.045,-0.046,96.3,78.8
-0.023,-0.019,96.3,78.8
0.004,-0.016,96.3,78.8
-0.009,-0.014,96.0,79.7
0.002,-0.024,96.0,79.7
-0.028,-0.031,96.0,79.7
0.031,0.009,96.0,79.7
0.0,0.015,96.0,79.7
-0.035,-0.015,96.0,79.7
-0.018,0.001,96.0,79.7
-0.008,0.001,96.0,79.7
0.003,-0.03,96.0,79.7
0.006,0.027,96.0,79.7
0.008,0.036,96.0,79.0
-0.026,0.008,96.0,79.0
-0.028,0.002,96.0,79.0
-0.089,-0.023,96.0,79.0
0.008,-0.012,96.0,79.0
0.021,-0.016,96.0,79.0
-0.032,-0.02,96.0,79.0
-0.013,-0.007,96.0,79.0
-0.02,-0.014,96.0,79.0
-0.001,-0.014,96.0,79.0
-0.001,-0.001,96.0,78.6
0.012,-0.012,96.0,78.6
0.006,-0.008,96.0,78.6
0.032,0.002,96.0,78.6
0.034,0.006,96.0,78.6
0.02,0.009,96.0,78.6
-0.005,-0.007,96.0,78.6
-0.036,0.012,96.0,78.6
-0.031,0.003,96.0,78.6
-0.065,0.0,96.0,78.6
-0.04,-0.021,96.0,78.6
0.014,-0.01,96.0,78.6
0.005,0.005,96.0,78.6
-0.006,0.013,96.0,78.6
-0.012,-0.013,96.0,78.6
0.005,-0.024,96.0,78.6
0.003,-0.017,96.0,78.6
-0.006,-0.024,96.0,78.6
-0.043,-0.011,96.0,78.6
-0.038,-0.018,96.0,78.6
-0.011,-0.03,97.7,78.2
0.013,-0.016,97.7,78.2
0.04,0.004,97.7,78.2
0.015,-0.003,97.7,78.2
-0.003,-0.011,97.7,78.2
-0.046,-0.014,97.7,78.2
-0.033,-0.006,97.7,78.2
0.008,-0.026,97.7,78.2
-0.037,-0.046,97.7,78.2
0.01,-0.012,97.7,78.2
-0.024,-0.025,96.3,77.5
0.041,-0.018,96.3,77.5
0.005,-0.001,96.3,77.5
-0.017,-0.008,96.3,77.5
-0.015,0.009,96.3,77.5
-0.03,0.008,96.3,77.5
-0.03,-0.005,96.3,77.5
0.012,0.015,96.3,77.5
-0.017,-0.005,97.0,76.2
-0.053,0.007,97.0,76.2
-0.018,-0.01,97.0,76.2
-0.001,-0.004,97.0,76.2
0.009,0.001,97.0,76.2
0.002,0.012,97.0,76.2
0.009,0.01,97.0,76.2
-0.012,-0.021,97.0,76.2
0.018,-0.01,97.0,76.2
-0.028,-0.026,97.0,76.2
-0.049,-0.047,96.7,76.0
-0.01,-0.014,96.7,76.0
0.006,-0.015,96.7,76.0
-0.008,-0.035,96.7,76.0
0.009,-0.015,96.7,76.0
0.043,-0.012,96.7,76.0
-0.023,-0.007,96.7,76.0
-0.029,0.005,96.7,76.0
-0.02,-0.012,96.7,76.0
-0.044,0.009,96.7,76.0
-0.009,0.009,96.7,74.8
-0.024,-0.003,96.7,74.8
0.002,0.018,96.7,74.8
-0.0,0.01,96.7,74.8
0.008,0.031,96.7,74.8
-0.004,0.022,96.7,74.8
-0.021,0.014,96.7,74.8
-0.004,0.026,96.7,74.8
-0.007,-0.007,96.7,74.8
-0.013,-0.001,97.7,72.9
-0.005,0.003,97.7,72.9
0.004,0.017,97.7,72.9
-0.005,0.019,97.7,72.9
-0.001,0.028,97.7,72.9
0.013,0.022,97.7,72.9
0.016,0.001,97.7,72.9
-0.012,-0.01,97.7,72.9
0.007,0.032,97.7,72.9
-0.023,-0.011,97.7,72.9
-0.022,-0.003,97.7,72.9
0.004,0.022,97.0,71.4
0.006,0.021,97.0,71.4
-0.009,-0.007,97.0,71.4
-0.026,0.01,97.0,71.4
0.004,0.028,97.0,71.4
-0.018,0.03,97.0,71.4
0.036,0.001,97.0,71.4
0.025,0.005,97.0,71.4
-0.024,-0.005,97.0,71.4
-0.092,0.071,97.0,71.4
-0.079,0.042,98.4,65.8
-0.009,-0.025,98.4,65.8
0.072,0.014,98.4,65.8
-0.004,0.004,98.4,65.8
-0.015,0.011,98.4,65.8
-0.038,0.025,98.4,65.8
-0.031,-0.006,98.4,65.8
-0.02,0.001,98.4,65.8
0.039,0.009,98.4,65.8
0.024,0.025,99.5,63.7
-0.018,0.02,99.5,63.7
-0.028,-0.011,99.5,63.7
-0.02,0.005,99.5,63.7
-0.009,0.018,99.5,63.7
-0.003,0.024,99.5,63.7
-0.007,0.03,99.5,63.7
-0.019,0.002,99.5,63.7
-0.003,-0.022,99.5,63.7
-0.01,-0.006,99.5,63.7
0.008,0.014,101.2,61.7
-0.014,-0.006,101.2,61.7
-0.021,-0.01,101.2,61.7
-0.012,-0.012,101.2,61.7
0.002,-0.002,101.2,61.7
-0.015,-0.016,101.2,61.7
-0.012,0.002,101.2,61.7
-0.0,-0.005,101.2,61.7
-0.016,-0.014,101.2,61.7
-0.003,-0.013,101.2,61.7
0.025,-0.017,102.0,58.6
-0.011,-0.023,102.0,58.6
-0.018,-0.002,102.0,58.6
-0.032,-0.008,102.0,58.6
-0.012,0.025,102.0,58.6
-0.017,0.009,102.0,58.6
-0.029,0.041,102.0,58.6
-0.029,0.057,102.0,58.6
-0.037,0.052,102.0,58.6
-0.033,0.092,102.0,58.6
-0.012,0.082,105.1,56.2
-0.028,0.04,105.1,56.2
-0.008,0.036,105.1,56.2
0.006,0.055,105.1,56.2
-0.01,0.033,105.1,56.2
-0.053,0.013,105.1,56.2
-0.057,-0.016,105.1,56.2
-0.021,0.009,105.1,56.2
-0.033,0.026,105.1,56.2
-0.03,0.014,109.3,51.2
-0.029,0.023,109.3,51.2
-0.051,0.038,109.3,51.2
-0.017,0.047,109.3,51.2
-0.014,0.048,109.3,51.2
-0.007,0.058,109.3,51.2
0.007,0.051,109.3,51.2
-0.014,0.089,109.3,51.2
-0.03,0.068,109.3,51.2
-0.008,0.083,109.3,51.2
-0.024,0.08,117.4,48.9
-0.009,0.061,117.4,48.9
-0.042,0.054,117.4,48.9
-0.015,0.046,117.4,48.9
0.002,0.02,117.4,48.9
-0.008,0.027,117.4,48.9
-0.027,0.038,117.4,48.9
-0.04,0.028,117.4,48.9
0.01,0.026,117.4,48.9
-0.012,0.036,117.4,48.9
-0.029,0.009,107.0,47.6
0.018,0.01,107.0,47.6
0.007,0.022,107.0,47.6
0.024,0.023,107.0,47.6
-0.031,-0.002,107.0,47.6
-0.034,0.001,107.0,47.6
-0.047,0.006,107.0,47.6
-0.028,-0.002,107.0,47.6
-0.026,-0.026,107.0,47.6
0.002,-0.016,107.0,47.6
-0.026,-0.011,111.8,47.1
-0.012,-0.012,111.8,47.1
-0.016,-0.012,111.8,47.1
-0.039,0.001,111.8,47.1
-0.014,0.003,111.8,47.1
-0.01,-0.004,111.8,47.1
-0.013,-0.011,111.8,47.1
-0.025,0.005,111.8,47.1
-0.022,-0.014,111.8,47.1
0.004,-0.019,111.8,47.1
-0.038,-0.012,111.8,47.1
0.027,-0.007,111.8,47.1
-0.006,-0.035,111.8,47.1
-0.005,-0.016,111.8,47.1
0.001,-0.046,111.8,47.1
-0.007,-0.019,111.8,47.1
0.005,-0.055,111.8,47.1
-0.029,-0.038,111.8,47.1
-0.037,-0.038,111.8,47.1
-0.037,-0.038,111.8,47.1
-0.037,-0.038,111.8,47.1
-0.037,-0.038,111.8,47.1
-0.027,-0.029,111.8,47.1
-0.004,-0.025,111.8,47.1
0.016,-0.029,111.8,47.1
-0.004,-0.005,111.8,47.1
-0.012,-0.013,111.8,47.1
-0.021,-0.027,111.8,47.1
-0.015,-0.017,111.8,47.1
-0.018,-0.011,111.8,47.1
-0.002,-0.014,111.8,47.1
-0.006,-0.022,111.8,47.1
0.0,-0.03,111.8,47.1
-0.001,-0.041,111.8,47.1
0.002,-0.03,111.8,47.1
0.021,-0.033,111.8,47.1
0.006,-0.035,111.8,47.1
0.003,-0.037,111.8,47.1
-0.002,-0.029,111.8,47.1
-0.014,-0.046,111.8,47.1
-0.027,-0.032,111.8,47.1
-0.005,-0.052,111.8,47.1
-0.003,-0.029,111.8,47.1
-0.019,-0.048,111.8,47.1
-0.004,-0.053,111.8,47.1
-0.008,-0.058,111.8,47.1
0.006,-0.035,111.8,47.1
0.004,-0.025,111.8,47.1
0.004,-0.031,111.8,47.1
0.021,-0.021,111.8,47.1
0.029,-0.016,111.8,47.1
0.008,-0.029,111.8,47.1
-0.033,-0.04,111.8,47.1
-0.041,-0.025,111.8,47.1
-0.021,-0.023,111.8,47.1
0.027,-0.012,111.8,47.1
0.033,-0.024,111.8,47.1
-0.005,-0.018,111.8,47.1
0.009,-0.011,111.8,47.1
-0.026,-0.012,111.8,47.1
-0.051,-0.019,111.8,47.1
0.032,-0.039,111.8,47.1
0.042,0.004,111.8,47.1
-0.016,-0.009,111.8,47.1
-0.003,-0.012,111.8,47.1
0.011,-0.007,111.8,47.1
-0.004,-0.018,111.8,47.1
0.001,0.013,111.8,47.1
-0.013,-0.042,111.8,47.1
-0.021,-0.006,111.8,47.1
0.01,0.017,111.8,47.1
-0.01,-0.001,111.8,47.1
0.033,0.039,111.8,47.1
0.013,0.005,111.8,47.1
-0.01,0.006,111.8,47.1
-0.019,0.005,111.8,47.1
-0.01,0.003,111.8,47.1
0.005,0.036,111.8,47.1
-0.015,0.021,111.8,47.1
-0.018,0.029,111.8,47.1
-0.02,0.031,111.8,47.1
-0.021,0.026,111.8,47.1
-0.012,0.013,111.8,47.1
0.037,0.016,111.8,47.1
-0.002,0.06,324.8,75.7
-0.036,0.086,324.8,75.7
-0.054,0.088,324.8,75.7
-0.034,0.061,324.8,75.7
-0.009,0.036,324.8,75.7
0.01,0.024,324.8,75.7
0.002,0.031,324.8,75.7
-0.012,0.021,324.8,75.7
-0.005,0.024,324.8,75.7
-0.014,0.052,324.8,75.7
-0.014,0.025,324.8,75.7
-0.01,0.011,324.8,75.7
-0.007,0.019,324.8,75.7
0.005,-0.003,324.8,75.7
0.017,-0.001,324.8,75.7
0.006,0.01,324.8,75.7
-0.015,0.013,324.8,75.7
-0.027,-0.023,324.8,75.7
-0.016,-0.036,324.8,75.7
0.016,-0.052,324.8,75.7
0.015,-0.055,324.8,75.7
-0.025,-0.026,324.8,75.7
-0.019,-0.012,324.8,75.7
0.009,-0.02,324.8,75.7
0.007,-0.032,324.8,75.7
-0.012,-0.023,324.8,75.7
-0.016,-0.028,324.8,75.7
-0.015,-0.031,324.8,75.7
-0.023,-0.022,324.8,75.7
-0.006,-0.029,324.8,75.7
-0.007,-0.012,324.8,75.7
-0.012,-0.014,324.8,75.7
-0.002,0.003,324.8,75.7
-0.009,-0.012,324.8,75.7
-0.002,0.014,324.8,75.7
0.02,0.009,324.8,75.7
0.006,0.027,324.8,75.7
-0.009,0.039,324.8,75.7
-0.017,0.033,324.8,75.7
-0.022,0.015,324.8,75.7
-0.01,0.017,324.8,75.7
-0.012,0.008,324.8,75.7
-0.005,-0.003,324.8,75.7
-0.008,0.016,324.8,75.7
0.026,0.02,324.8,75.7
0.034,0.017,324.8,75.7
-0.01,0.01,324.8,75.7
-0.004,0.004,324.8,75.7
-0.005,-0.017,324.8,75.7
0.006,-0.014,324.8,75.7
-0.042,-0.014,324.8,75.7
-0.038,-0.029,324.8,75.7
0.005,-0.003,324.8,75.7
-0.012,0.002,324.8,75.7
-0.005,-0.025,324.8,75.7
0.048,-0.018,324.8,75.7
0.065,-0.007,324.8,75.7
0.008,-0.007,324.8,75.7
-0.011,0.001,324.8,75.7
-0.013,0.021,324.8,75.7
-0.056,-0.0,324.8,75.7
-0.024,-0.006,324.8,75.7
-0.016,-0.014,324.8,75.7
-0.019,-0.004,324.8,75.7
0.021,-0.007,324.8,75.7
0.047,-0.003,324.8,75.7
-0.002,0.011,324.8,75.7
-0.011,0.021,324.8,75.7
-0.02,0.005,324.8,75.7
-0.027,-0.019,324.8,75.7
0.002,0.007,324.8,75.7
0.011,-0.005,324.8,75.7
0.014,0.011,324.8,75.7
0.005,-0.001,324.8,75.7
0.018,-0.008,324.8,75.7
0.025,-0.003,324.8,75.7
-0.004,0.002,324.8,75.7
-0.004,0.005,324.8,75.7
-0.017,0.0,324.8,75.7
-0.035,-0.002,324.8,75.7
-0.0,-0.001,324.8,75.7
0.006,0.003,324.8,75.7
0.027,-0.013,324.8,75.7
0.0,-0.01,324.8,75.7
-0.017,-0.003,324.5,75.8
-0.019,-0.006,324.5,75.8
0.003,-0.024,324.5,75.8
-0.003,-0.028,324.5,75.8
-0.006,-0.012,324.5,75.8
0.006,0.0,324.5,75.8
-0.022,-0.009,324.5,75.8
-0.013,-0.007,324.5,75.8
-0.017,-0.027,324.5,75.8
-0.025,-0.036,323.4,77.5
-0.003,-0.015,323.4,77.5
0.004,0.002,323.4,77.5
0.007,-0.011,323.4,77.5
0.003,0.006,323.4,77.5
0.001,0.008,323.4,77.5
-0.009,0.023,323.4,77.5
-0.022,0.008,323.4,77.5
-0.009,-0.018,323.4,77.5
0.01,-0.005,323.4,77.5
0.023,0.007,324.5,78.9
-0.028,0.025,324.5,78.9
-0.033,0.061,324.5,78.9
-0.038,0.046,324.5,78.9
-0.019,0.041,324.5,78.9
-0.009,0.027,324.5,78.9
0.012,0.032,324.5,78.9
0.012,0.014,324.5,78.9
-0.0,-0.001,324.5,78.9
-0.033,0.038,324.5,78.9
-0.049,0.031,325.2,79.3
-0.03,0.005,325.2,79.3
-0.004,0.008,325.2,79.3
0.016,0.031,325.2,79.3
0.011,0.007,325.2,79.3
-0.009,-0.009,325.2,79.3
-0.038,0.011,325.2,79.3
-0.003,0.01,325.2,79.3
0.011,-0.022,325.2,79.3
0.011,-0.015,325.2,79.3
-0.022,-0.011,325.2,80.2
-0.013,-0.019,325.2,80.2
-0.006,-0.013,325.2,80.2
0.011,-0.014,325.2,80.2
-0.001,-0.01,325.2,80.2
-0.025,-0.014,325.2,80.2
-0.036,-0.046,325.2,80.2
0.006,-0.014,325.2,80.2
0.026,0.006,325.2,80.2
0.005,0.003,325.2,80.2
-0.048,0.028,324.5,80.8
-0.011,-0.049,324.5,80.8
-0.012,-0.054,324.5,80.8
-0.023,-0.022,324.5,80.8
-0.013,-0.046,324.5,80.8
-0.055,-0.028,324.5,80.8
0.017,0.0,324.5,80.8
0.024,-0.031,324.5,80.8
0.005,-0.024,324.5,80.8
0.038,-0.039,324.5,80.8
0.018,-0.034,324.5,81.6
-0.001,-0.032,324.5,81.6
-0.017,-0.008,324.5,81.6
-0.066,0.001,324.5,81.6
-0.015,-0.014,324.5,81.6
0.034,-0.022,324.5,81.6
0.023,0.014,324.5,81.6
-0.018,0.031,324.5,81.6
-0.015,0.018,324.5,81.6
-0.018,-0.004,324.5,81.6
-0.002,-0.012,324.5,81.5
-0.034,-0.0,324.5,81.5
-0.079,0.001,324.5,81.5
-0.013,0.0,324.5,81.5
0.033,0.007,324.5,81.5
0.024,0.008,324.5,81.5
0.002,0.03,324.5,81.5
-0.013,0.038,324.5,81.5
0.032,0.032,324.5,81.5
0.015,0.029,324.5,81.5
-0.024,0.024,323.1,82.5
-0.035,0.014,323.1,82.5
-0.034,-0.011,323.1,82.5
-0.011,-0.01,323.1,82.5
0.008,0.002,323.1,82.5
0.017,0.004,323.1,82.5
0.005,-0.009,323.1,82.5
0.016,-0.005,323.1,82.5
-0.01,-0.008,323.1,82.5
-0.038,-0.004,323.1,82.5
-0.049,-0.007,324.8,80.9
-0.044,-0.013,324.8,80.9
-0.015,-0.007,324.8,80.9
0.013,0.008,324.8,80.9
0.009,0.003,324.8,80.9
0.026,0.003,324.8,80.9
-0.03,-0.013,324.8,80.9
-0.033,0.001,324.8,80.9
-0.005,0.005,324.8,80.9
0.021,0.008,324.5,81.8
0.019,0.015,324.5,81.8
0.009,0.006,324.5,81.8
-0.056,-0.005,324.5,81.8
-0.042,-0.023,324.5,81.8
-0.012,-0.024,324.5,81.8
-0.007,-0.024,324.5,81.8
0.007,-0.002,324.5,81.8
0.001,-0.002,324.5,81.8
-0.007,-0.021,324.5,81.8
-0.028,-0.015,324.1,80.2
0.002,-0.007,324.1,80.2
0.005,0.005,324.1,80.2
0.025,0.004,324.1,80.2
0.019,0.005,324.1,80.2
-0.026,-0.006,324.1,80.2
-0.05,0.02,324.1,80.2
-0.042,0.047,324.1,80.2
-0.015,0.032,324.1,80.2
0.038,0.008,324.1,80.2
0.008,0.011,324.5,81.4
-0.019,0.03,324.5,81.4
0.016,0.015,324.5,81.4
0.004,0.019,324.5,81.4
-0.007,0.028,324.5,81.4
-0.017,0.023,324.5,81.4
-0.048,0.029,324.5,81.4
-0.013,-0.008,324.5,81.4
0.009,-0.014,324.5,81.4
0.005,0.01,324.5,81.4
-0.039,0.02,325.2,85.1
-0.016,0.016,325.2,85.1
-0.025,0.008,325.2,85.1
0.013,-0.023,325.2,85.1
0.002,-0.056,325.2,85.1
-0.004,-0.012,325.2,85.1
0.008,-0.007,325.2,85.1
0.011,-0.005,325.2,85.1
0.021,-0.02,325.2,85.1
0.009,-0.004,325.2,85.1
-0.027,-0.029,324.5,85.0
-0.068,-0.034,324.5,85.0
-0.059,-0.017,324.5,85.0
-0.069,-0.027,324.5,85.0
-0.059,-0.002,324.5,85.0
0.026,0.016,324.5,85.0
0.039,0.01,324.5,85.0
-0.055,-0.007,324.5,85.0
-0.072,0.009,324.5,85.0
0.046,0.006,324.5,85.0
0.072,0.008,324.5,87.1
0.046,0.016,324.5,87.1
-0.002,0.025,324.5,87.1
-0.022,0.011,324.5,87.1
-0.062,-0.015,324.5,87.1
-0.037,0.004,324.5,87.1
0.006,0.034,324.5,87.1
0.043,0.017,324.5,87.1
0.09,-0.025,324.5,87.1
-0.014,-0.025,324.5,87.1
-0.138,0.008,324.5,86.9
-0.107,0.035,324.5,86.9
0.017,0.038,324.5,86.9
0.099,0.024,324.5,86.9
0.1,-0.004,324.5,86.9
0.021,-0.027,324.5,86.9
-0.038,-0.028,324.5,86.9
-0.066,0.003,324.5,86.9
-0.036,0.023,324.5,86.9
-0.038,0.022,324.5,86.9
-0.008,0.026,324.5,86.9
0.015,0.002,324.5,86.9
-0.037,-0.001,324.5,86.9
-0.019,-0.004,324.5,86.9
-0.02,0.003,324.5,86.9
-0.027,0.007,324.5,86.9
0.002,0.002,324.5,86.9
-0.015,0.023,324.5,86.9
0.006,0.002,324.5,86.9
-0.004,0.016,324.5,86.9
-0.008,0.018,324.5,88.6
-0.047,0.01,324.5,88.6
-0.027,0.013,324.5,88.6
-0.032,0.022,324.5,88.6
-0.005,-0.008,324.5,88.6
0.008,-0.026,324.5,88.6
-0.047,-0.007,324.5,88.6
-0.025,0.008,324.5,88.6
0.028,-0.002,324.5,88.6
0.032,-0.005,324.5,88.6
-0.064,-0.004,325.2,88.1
-0.009,-0.032,325.2,88.1
0.051,-0.036,325.2,88.1
-0.001,0.005,325.2,88.1
-0.086,0.0,325.2,88.1
-0.078,0.013,325.2,88.1
