acc_x,acc_y,angle,speed
-0.049,0.01,226.1,131.1
-0.033,0.025,226.1,131.1
-0.033,-0.017,226.1,131.1
0.022,0.026,226.1,131.1
0.001,0.058,226.1,131.1
-0.019,0.03,226.1,131.1
-0.019,0.014,226.1,131.1
0.031,0.023,226.1,131.1
0.033,0.053,226.1,131.1
-0.064,0.033,226.1,131.1
-0.01,0.04,226.1,131.1
0.046,0.025,226.1,131.1
-0.035,0.026,226.1,131.1
-0.097,0.004,226.1,131.1
-0.047,0.022,227.8,130.9
-0.082,-0.005,227.8,130.9
-0.031,-0.042,227.8,130.9
-0.008,-0.051,227.8,130.9
-0.026,-0.022,227.8,130.9
-0.041,0.011,227.8,130.9
-0.045,0.015,227.8,130.9
-0.04,0.015,227.8,130.9
-0.024,0.006,227.8,130.9
-0.041,0.017,227.8,130.9
-0.066,-0.014,229.2,132.0
-0.014,0.011,229.2,132.0
-0.027,0.006,229.2,132.0
-0.117,-0.024,229.2,132.0
-0.049,-0.018,229.2,132.0
0.063,0.013,229.2,132.0
-0.007,-0.011,229.2,132.0
0.012,-0.011,229.2,132.0
-0.018,-0.011,229.2,132.0
-0.052,-0.029,229.2,132.0
0.007,-0.013,230.3,132.7
-0.009,-0.053,230.3,132.7
-0.019,-0.001,230.3,132.7
-0.035,-0.009,230.3,132.7
-0.007,-0.026,230.3,132.7
0.024,-0.003,230.3,132.7
0.024,-0.025,230.3,132.7
-0.045,-0.009,230.3,132.7
-0.099,-0.015,230.3,132.7
-0.065,0.021,230.3,132.7
-0.019,0.018,231.3,133.3
-0.027,-0.009,231.3,133.3
-0.01,-0.059,231.3,133.3
-0.003,-0.023,231.3,133.3
-0.055,0.016,231.3,133.3
-0.017,0.007,231.3,133.3
0.003,0.008,231.3,133.3
0.04,-0.008,231.3,133.3
0.037,-0.022,231.3,133.3
-0.039,0.042,231.3,133.3
-0.097,0.009,232.4,134.8
0.008,0.02,232.4,134.8
0.0,-0.019,232.4,134.8
0.071,0.005,232.4,134.8
0.029,-0.027,232.4,134.8
-0.041,-0.011,232.4,134.8
-0.004,0.022,232.4,134.8
-0.038,0.023,232.4,134.8
-0.079,-0.002,232.4,134.8
-0.011,0.006,232.4,134.8
0.004,-0.015,234.5,131.9
0.017,-0.016,234.5,131.9
0.018,-0.02,234.5,131.9
0.001,0.033,234.5,131.9
-0.004,-0.013,234.5,131.9
-0.097,-0.034,234.5,131.9
-0.023,0.032,234.5,131.9
-0.033,0.03,234.5,131.9
0.004,-0.018,234.5,131.9
0.017,-0.011,234.5,131.9
0.033,-0.002,234.5,131.9
0.035,-0.01,234.5,131.9
-0.039,0.018,234.5,131.9
-0.079,0.006,234.5,131.9
-0.076,0.053,234.5,131.9
-0.013,0.002,234.5,131.9
0.031,-0.013,234.5,131.9
0.021,0.017,234.5,131.9
-0.001,-0.015,234.5,131.9
-0.106,-0.026,234.5,131.9
-0.064,0.037,236.6,127.8
-0.008,0.024,236.6,127.8
0.02,-0.008,236.6,127.8
-0.001,-0.024,236.6,127.8
-0.036,-0.009,236.6,127.8
-0.048,-0.022,236.6,127.8
0.003,-0.015,236.6,127.8
-0.004,-0.041,236.6,127.8
-0.076,-0.0,236.6,127.8
-0.031,-0.05,236.6,127.8
-0.015,-0.014,236.6,127.8
-0.016,-0.035,237.3,124.4
-0.022,-0.014,237.3,124.4
0.015,-0.05,237.3,124.4
-0.055,0.004,237.3,124.4
-0.009,-0.002,237.3,124.4
-0.029,-0.014,237.3,124.4
-0.062,0.019,237.3,124.4
-0.028,0.041,237.3,124.4
-0.013,0.009,237.3,124.4
-0.028,0.016,237.3,124.4
-0.002,0.001,237.3,124.4
-0.06,0.014,237.3,124.4
-0.042,-0.023,237.3,124.4
0.029,0.011,237.3,124.4
-0.032,-0.056,237.3,124.4
-0.004,-0.024,237.3,124.4
0.027,0.008,237.3,124.4
-0.101,-0.025,237.3,124.4
-0.029,-0.017,237.3,124.4
-0.027,-0.007,238.4,120.7
0.067,0.008,238.4,120.7
0.119,-0.027,238.4,120.7
0.026,-0.004,238.4,120.7
-0.046,-0.024,238.4,120.7
-0.02,-0.01,238.4,120.7
-0.078,-0.05,238.4,120.7
-0.043,-0.085,238.4,120.7
-0.027,-0.081,238.4,120.7
-0.027,-0.039,238.4,120.7
-0.01,-0.026,239.4,117.3
-0.063,0.017,239.4,117.3
-0.049,0.084,239.4,117.3
0.014,0.058,239.4,117.3
0.052,0.051,239.4,117.3
-0.042,0.034,239.4,117.3
-0.063,0.055,239.4,117.3
0.014,0.047,239.4,117.3
0.012,0.066,239.4,117.3
-0.003,0.073,239.4,117.3
-0.063,0.055,241.9,108.7
-0.036,0.052,241.9,108.7
-0.026,-0.008,241.9,108.7
-0.011,-0.024,241.9,108.7
-0.036,-0.01,241.9,108.7
-0.026,-0.019,241.9,108.7
-0.086,-0.029,241.9,108.7
-0.049,-0.052,241.9,108.7
0.027,-0.043,241.9,108.7
0.034,-0.008,241.9,108.7
0.048,-0.012,241.9,108.7
-0.003,-0.117,241.9,108.7
0.005,-0.066,241.9,108.7
-0.019,-0.025,241.9,108.7
-0.071,-0.035,241.9,108.7
-0.074,0.057,241.9,108.7
-0.064,0.017,241.9,108.7
-0.004,-0.017,241.9,108.7
-0.014,-0.031,241.9,108.7
0.102,-0.027,242.2,108.0
0.027,-0.004,242.2,108.0
-0.067,-0.019,242.2,108.0
-0.08,0.006,242.2,108.0
-0.058,-0.021,242.2,108.0
-0.036,-0.016,242.2,108.0
-0.05,-0.011,242.2,108.0
0.035,0.003,242.2,108.0
-0.009,-0.034,242.2,108.0
0.017,-0.077,242.2,108.0
0.047,-0.047,244.0,105.0
-0.021,-0.049,244.0,105.0
-0.045,-0.05,244.0,105.0
0.001,-0.015,244.0,105.0
-0.005,-0.059,244.0,105.0
0.013,-0.039,244.0,105.0
-0.005,-0.022,244.0,105.0
-0.027,-0.012,244.0,105.0
-0.052,-0.003,244.0,105.0
-0.042,0.025,244.0,105.0
-0.026,0.017,244.7,106.4
0.001,0.061,244.7,106.4
0.122,0.05,244.7,106.4
-0.082,0.01,244.7,106.4
-0.027,0.007,244.7,106.4
0.036,0.043,244.7,106.4
-0.043,0.011,244.7,106.4
-0.027,0.043,244.7,106.4
-0.026,0.031,244.7,106.4
-0.027,0.046,244.7,106.4
-0.006,0.007,244.7,106.4
0.051,-0.004,244.7,106.4
0.003,0.003,244.7,106.4
-0.078,-0.016,244.7,106.4
-0.072,-0.022,244.7,106.4
-0.042,-0.02,244.7,106.4
-0.021,-0.015,244.7,106.4
0.009,-0.015,244.7,106.4
-0.014,-0.006,244.7,106.4
-0.093,-0.028,245.4,107.7
-0.036,0.013,245.4,107.7
-0.031,-0.005,245.4,107.7
-0.036,0.012,245.4,107.7
-0.023,-0.014,245.4,107.7
-0.012,-0.009,245.4,107.7
0.022,0.044,245.4,107.7
-0.0,0.02,245.4,107.7
0.013,0.041,245.4,107.7
-0.127,-0.058,245.4,107.7
0.074,0.031,245.4,107.7
0.078,0.04,246.8,110.4
-0.094,0.004,246.8,110.4
-0.061,-0.004,246.8,110.4
0.079,0.026,246.8,110.4
0.004,0.028,246.8,110.4
-0.048,-0.013,246.8,110.4
-0.025,0.028,246.8,110.4
-0.056,0.035,246.8,110.4
-0.046,0.046,246.8,110.4
0.013,-0.0,246.8,110.4
0.005,0.009,246.8,110.4
-0.022,0.032,246.8,110.4
0.003,0.047,246.8,110.4
-0.018,0.021,246.8,110.4
-0.026,0.009,246.8,110.4
0.015,0.031,246.8,110.4
-0.016,0.017,246.8,110.4
-0.087,-0.016,246.8,110.4
-0.004,0.014,246.8,110.4
-0.044,0.036,247.9,111.8
-0.132,-0.001,247.9,111.8
0.112,0.045,247.9,111.8
-0.038,-0.001,247.9,111.8
0.002,0.014,247.9,111.8
-0.066,0.031,247.9,111.8
0.033,0.038,247.9,111.8
-0.029,0.009,247.9,111.8
-0.099,-0.001,247.9,111.8
0.093,0.016,247.9,111.8
-0.07,-0.035,249.3,112.1
0.143,-0.005,249.3,112.1
0.083,-0.043,249.3,112.1
-0.014,0.007,249.3,112.1
0.055,0.048,249.3,112.1
-0.075,-0.053,249.3,112.1
-0.094,-0.062,249.3,112.1
0.075,-0.012,249.3,112.1
0.0,-0.004,249.3,112.1
-0.112,-0.023,249.3,112.1
0.035,0.015,250.3,114.1
-0.012,-0.015,250.3,114.1
-0.073,-0.019,250.3,114.1
0.017,0.001,250.3,114.1
-0.017,-0.009,250.3,114.1
0.008,-0.01,250.3,114.1
-0.023,-0.014,250.3,114.1
-0.021,-0.022,250.3,114.1
0.012,0.03,250.3,114.1
-0.02,-0.021,250.3,114.1
0.018,-0.04,250.3,114.1
0.014,-0.039,251.7,116.4
0.036,-0.071,251.7,116.4
0.033,-0.061,251.7,116.4
-0.013,-0.052,251.7,116.4
-0.034,-0.033,251.7,116.4
0.049,-0.066,251.7,116.4
0.09,-0.089,251.7,116.4
0.023,-0.096,251.7,116.4
-0.044,-0.033,251.7,116.4
-0.085,-0.05,251.7,116.4
-0.074,-0.057,251.7,116.4
-0.012,-0.071,251.7,116.4
0.028,-0.069,251.7,116.4
-0.003,-0.026,251.7,116.4
0.092,-0.009,251.7,116.4
-0.0,-0.016,251.7,116.4
0.011,-0.012,251.7,116.4
-0.041,-0.025,251.7,116.4
0.014,-0.052,251.7,116.4
0.04,-0.036,252.1,119.1
-0.024,-0.025,252.1,119.1
0.009,-0.016,252.1,119.1
-0.008,-0.002,252.1,119.1
-0.03,-0.017,252.1,119.1
-0.058,-0.027,252.1,119.1
0.005,-0.012,252.1,119.1
-0.001,-0.012,252.1,119.1
0.01,-0.019,252.1,119.1
0.022,-0.016,252.1,119.1
0.064,-0.007,252.1,120.0
0.021,-0.028,252.1,120.0
0.046,-0.016,252.1,120.0
0.0,-0.03,252.1,120.0
-0.082,-0.038,252.1,120.0
0.014,0.011,252.1,120.0
0.027,-0.018,252.1,120.0
-0.021,-0.013,252.1,120.0
-0.005,-0.038,252.1,120.0
0.058,-0.046,252.1,120.0
-0.029,0.005,252.1,121.8
-0.031,-0.023,252.1,121.8
-0.007,0.034,252.1,121.8
0.014,-0.01,252.1,121.8
-0.017,-0.007,252.1,121.8
0.049,0.021,252.1,121.8
0.043,-0.009,252.1,121.8
-0.005,-0.001,252.1,121.8
0.016,0.01,252.1,121.8
-0.012,0.0,252.1,121.8
-0.067,-0.021,252.1,121.8
0.033,0.017,252.1,124.1
0.004,0.018,252.1,124.1
-0.004,-0.009,252.1,124.1
0.007,0.02,252.1,124.1
0.011,-0.01,252.1,124.1
-0.02,0.013,252.1,124.1
-0.029,0.022,252.1,124.1
0.024,-0.004,252.1,124.1
-0.039,-0.007,252.1,124.1
0.011,0.009,252.1,124.1
0.049,0.022,252.1,124.1
0.018,0.02,252.1,124.1
-0.019,-0.005,252.1,124.1
-0.019,0.023,252.1,124.1
-0.043,0.007,252.1,124.1
0.043,-0.002,252.1,124.1
0.032,0.013,252.1,124.1
-0.015,-0.002,252.1,124.1
-0.051,0.035,252.1,124.1
0.001,-0.03,251.7,130.2
-0.024,-0.024,251.7,130.2
-0.009,-0.05,251.7,130.2
0.05,0.019,251.7,130.2
0.069,-0.004,251.7,130.2
-0.017,0.008,251.7,130.2
0.035,-0.033,251.7,130.2
-0.022,-0.009,251.7,130.2
-0.064,-0.004,251.7,130.2
-0.025,0.008,251.7,130.2
-0.012,0.007,251.7,130.2
0.015,0.006,251.7,131.2
0.051,0.005,251.7,131.2
0.061,-0.018,251.7,131.2
0.015,0.001,251.7,131.2
0.01,-0.009,251.7,131.2
-0.01,-0.01,251.7,131.2
-0.028,-0.007,251.7,131.2
-0.01,-0.0,251.7,131.2
-0.01,-0.003,251.7,131.2
-0.016,0.015,251.7,131.2
0.004,0.004,251.7,131.2
-0.01,-0.004,251.7,131.2
-0.004,0.001,251.7,131.2
0.005,-0.004,251.7,131.2
0.052,0.016,251.7,131.2
0.008,0.016,251.7,131.2
-0.052,0.012,251.7,131.2
-0.057,0.005,251.7,131.2
-0.023,-0.049,251.7,131.2
-0.002,0.018,251.7,132.9
0.012,-0.009,251.7,132.9
-0.042,-0.029,251.7,132.9
0.028,0.016,251.7,132.9
0.06,-0.011,251.7,132.9
0.022,0.001,251.7,132.9
-0.004,0.002,251.7,132.9
-0.052,-0.022,251.7,132.9
-0.036,0.013,251.7,132.9
-0.01,0.014,251.7,132.9
-0.014,-0.012,251.7,133.4
-0.002,-0.033,251.7,133.4
0.097,0.008,251.7,133.4
0.021,0.0,251.7,133.4
-0.009,-0.008,251.7,133.4
0.005,0.013,251.7,133.4
-0.033,-0.018,251.7,133.4
-0.002,0.015,251.7,133.4
-0.021,0.009,251.7,133.4
-0.065,-0.017,251.7,133.4
-0.06,-0.027,251.7,134.9
0.02,-0.034,251.7,134.9
0.027,0.003,251.7,134.9
-0.014,-0.008,251.7,134.9
0.035,-0.019,251.7,134.9
0.046,0.022,251.7,134.9
-0.051,-0.026,251.7,134.9
-0.072,0.004,251.7,134.9
-0.082,-0.002,251.7,134.9
-0.047,-0.033,251.7,134.9
-0.037,0.003,251.7,134.9
0.006,0.012,251.7,134.9
-0.014,-0.021,251.7,134.9
-0.042,-0.065,251.7,134.9
-0.068,-0.048,251.7,134.9
-0.027,-0.006,251.7,134.9
-0.057,-0.015,251.7,134.9
-0.082,-0.035,251.7,134.9
-0.03,-0.039,251.7,134.9
-0.055,-0.036,251.7,134.9
-0.026,0.028,251.4,136.5
-0.019,0.001,251.4,136.5
-0.048,-0.014,251.4,136.5
0.009,0.03,251.4,136.5
-0.015,0.032,251.4,136.5
-0.089,0.033,251.4,136.5
-0.053,0.014,251.4,136.5
-0.012,0.003,251.4,136.5
0.06,-0.006,251.4,136.5
-0.022,0.022,251.4,136.5
-0.018,0.019,251.0,135.6
-0.05,-0.034,251.0,135.6
-0.045,0.005,251.0,135.6
-0.01,0.035,251.0,135.6
0.013,0.026,251.0,135.6
-0.03,0.016,251.0,135.6
0.004,-0.02,251.0,135.6
0.008,0.01,251.0,135.6
0.004,0.014,251.0,135.6
-0.051,-0.011,251.0,135.6
-0.159,0.009,250.7,137.6
0.083,-0.032,250.7,137.6
-0.065,-0.04,250.7,137.6
-0.126,-0.036,250.7,137.6
0.006,0.018,250.7,137.6
0.081,0.003,250.7,137.6
-0.014,-0.038,250.7,137.6
-0.101,0.03,250.7,137.6
0.028,0.011,250.7,137.6
0.031,-0.025,250.7,137.6
0.031,-0.016,250.3,137.3
-0.057,-0.011,250.3,137.3
-0.022,0.008,250.3,137.3
-0.033,0.001,250.3,137.3
-0.055,0.006,250.3,137.3
-0.014,-0.011,250.3,137.3
-0.069,-0.027,250.3,137.3
0.081,-0.021,250.3,137.3
0.068,-0.012,250.3,137.3
0.041,-0.007,250.3,137.3
0.003,-0.056,250.3,137.4
0.051,-0.007,250.3,137.4
0.076,0.026,250.3,137.4
-0.14,0.018,250.3,137.4
-0.066,0.038,250.3,137.4
0.043,0.029,250.3,137.4
-0.061,-0.023,250.3,137.4
0.021,0.019,250.3,137.4
0.015,-0.013,250.3,137.4
0.033,0.009,250.3,137.4
-0.01,0.023,250.3,137.4
-0.015,-0.007,250.3,137.4
-0.084,0.006,250.3,137.4
-0.008,0.035,250.3,137.4
0.017,0.009,250.3,137.4
-0.047,0.062,250.3,137.4
-0.058,0.002,250.3,137.4
0.056,0.018,250.3,137.4
0.134,0.085,250.3,137.4
0.063,0.02,250.0,137.9
-0.122,0.005,250.0,137.9
-0.135,0.045,250.0,137.9
-0.109,0.033,250.0,137.9
0.004,-0.037,250.0,137.9
0.055,0.027,250.0,137.9
-0.043,0.019,250.0,137.9
0.0,-0.012,250.0,137.9
0.022,-0.005,250.0,137.9
-0.04,0.005,250.0,137.9
0.008,-0.006,250.0,136.4
-0.01,-0.021,250.0,136.4
-0.029,-0.041,250.0,136.4
-0.012,-0.031,250.0,136.4
-0.042,-0.039,250.0,136.4
-0.041,-0.004,250.0,136.4
-0.015,-0.001,250.0,136.4
-0.009,0.023,250.0,136.4
-0.026,-0.01,250.0,136.4
0.013,0.008,250.0,136.4
-0.004,0.039,249.6,134.6
-0.046,-0.01,249.6,134.6
0.049,0.035,249.6,134.6
0.017,0.051,249.6,134.6
-0.009,0.014,249.6,134.6
-0.027,0.011,249.6,134.6
-0.007,0.004,249.6,134.6
-0.03,-0.018,249.6,134.6
-0.014,-0.02,249.6,134.6
-0.027,-0.035,249.6,134.6
0.018,-0.031,248.9,133.8
0.022,0.01,248.9,133.8
-0.014,0.019,248.9,133.8
-0.024,0.024,248.9,133.8
-0.021,0.047,248.9,133.8
-0.037,0.018,248.9,133.8
-0.065,0.032,248.9,133.8
-0.006,0.027,248.9,133.8
0.031,-0.011,248.9,133.8
0.032,0.012,248.9,133.8
-0.017,0.031,248.6,129.2
-0.075,0.008,248.6,129.2
-0.05,0.029,248.6,129.2
-0.036,-0.032,248.6,129.2
0.018,0.009,248.6,129.2
0.037,0.006,248.6,129.2
0.027,-0.017,248.6,129.2
-0.013,0.019,248.6,129.2
-0.038,0.003,248.6,129.2
-0.002,0.02,248.6,129.2
-0.001,-0.008,248.2,127.7
-0.027,0.021,248.2,127.7
-0.066,0.029,248.2,127.7
-0.027,-0.032,248.2,127.7
-0.017,0.031,248.2,127.7
0.036,-0.002,248.2,127.7
0.024,-0.037,248.2,127.7
-0.009,-0.001,248.2,127.7
-0.058,0.071,248.2,127.7
-0.081,-0.017,248.2,127.7
-0.048,0.076,248.2,125.1
0.005,0.029,248.2,125.1
-0.047,0.091,248.2,125.1
-0.078,-0.015,248.2,125.1
-0.035,-0.004,248.2,125.1
-0.051,0.045,248.2,125.1
0.004,0.032,248.2,125.1
-0.005,-0.008,248.2,125.1
0.014,-0.012,248.2,125.1
-0.015,-0.02,248.2,121.5
-0.038,-0.005,248.2,121.5
0.009,-0.008,248.2,121.5
-0.003,-0.028,248.2,121.5
-0.005,-0.032,248.2,121.5
-0.016,-0.005,248.2,121.5
-0.049,0.012,248.2,121.5
-0.093,0.006,248.2,121.5
0.035,0.044,248.2,121.5
0.086,0.012,248.2,121.5
-0.038,0.01,248.9,121.6
-0.093,-0.003,248.9,121.6
-0.091,0.005,248.9,121.6
-0.096,0.031,248.9,121.6
-0.087,0.025,248.9,121.6
-0.048,0.024,248.9,121.6
0.037,0.026,248.9,121.6
-0.029,0.018,248.9,121.6
-0.03,-0.017,248.9,121.6
0.038,0.0,248.9,121.6
0.008,0.022,248.9,122.0
-0.044,-0.022,248.9,122.0
-0.077,-0.023,248.9,122.0
-0.013,-0.02,248.9,122.0
-0.062,-0.011,248.9,122.0
-0.065,-0.004,248.9,122.0
0.007,-0.002,248.9,122.0
0.015,0.011,248.9,122.0
0.014,-0.026,248.9,122.0
0.008,0.009,249.6,123.0
-0.017,0.051,249.6,123.0
0.008,0.026,249.6,123.0
-0.04,0.055,249.6,123.0
-0.0,0.023,249.6,123.0
-0.066,0.029,249.6,123.0
-0.043,0.034,249.6,123.0
-0.017,0.001,249.6,123.0
-0.041,0.006,249.6,123.0
0.031,0.009,249.6,123.0
-0.02,-0.063,250.0,123.7
-0.006,0.005,250.0,123.7
-0.036,0.048,250.0,123.7
-0.023,-0.014,250.0,123.7
-0.031,-0.024,250.0,123.7
-0.025,-0.0,250.0,123.7
-0.017,-0.013,250.0,123.7
-0.042,-0.014,250.0,123.7
-0.012,-0.022,250.0,123.7
-0.022,-0.035,250.0,123.7
-0.063,-0.036,250.7,124.1
-0.025,-0.005,250.7,124.1
-0.057,0.006,250.7,124.1
-0.021,-0.039,250.7,124.1
-0.013,0.01,250.7,124.1
0.009,-0.013,250.7,124.1
0.083,-0.008,250.7,124.1
0.012,0.015,250.7,124.1
-0.014,-0.026,250.7,124.1
-0.067,0.013,250.7,124.1
-0.047,0.017,250.7,126.0
-0.011,0.048,250.7,126.0
-0.008,-0.043,250.7,126.0
0.001,-0.003,250.7,126.0
-0.02,0.03,250.7,126.0
-0.035,0.019,250.7,126.0
-0.005,-0.017,250.7,126.0
-0.016,0.004,250.7,126.0
-0.042,-0.0,250.7,126.0
-0.027,0.024,250.7,126.0
0.083,-0.033,250.7,126.0
-0.035,-0.035,251.0,128.2
-0.071,-0.036,251.0,128.2
0.027,-0.007,251.0,128.2
0.045,0.041,251.0,128.2
-0.032,-0.05,251.0,128.2
-0.029,-0.022,251.0,128.2
0.006,0.012,251.0,128.2
-0.071,0.015,251.0,128.2
-0.012,0.025,251.0,128.2
0.015,0.012,251.0,128.2
-0.011,0.047,251.0,128.2
0.026,0.022,251.0,128.2
-0.053,0.018,251.0,128.2
-0.036,0.004,251.0,128.2
0.007,0.019,251.0,128.2
0.009,-0.004,251.0,128.2
-0.023,-0.006,251.0,128.2
-0.009,0.04,251.0,128.2
-0.015,0.021,251.0,128.2
-0.029,0.038,251.4,129.3
-0.033,0.032,251.4,129.3
-0.037,0.046,251.4,129.3
0.027,0.05,251.4,129.3
0.031,0.059,251.4,129.3
0.004,0.035,251.4,129.3
-0.036,0.018,251.4,129.3
-0.012,0.021,251.4,129.3
-0.005,0.031,251.4,129.3
-0.026,0.04,251.4,129.3
-0.027,0.022,251.4,129.3
-0.02,0.028,253.1,131.3
0.028,0.006,253.1,131.3
0.105,0.002,253.1,131.3
0.03,0.007,253.1,131.3
-0.004,0.002,253.1,131.3
-0.056,0.064,253.1,131.3
-0.078,0.012,253.1,131.3
-0.039,0.005,253.1,131.3
0.012,0.003,253.1,131.3
-0.035,-0.008,253.1,131.3
-0.002,0.017,254.2,132.4
-0.051,0.014,254.2,132.4
-0.009,-0.003,254.2,132.4
0.016,-0.011,254.2,132.4
0.011,-0.009,254.2,132.4
-0.003,-0.028,254.2,132.4
-0.0,-0.007,254.2,132.4
0.006,0.009,254.2,132.4
-0.037,0.031,254.2,132.4
-0.063,0.004,254.2,132.4
-0.007,0.03,254.2,132.4
0.013,0.005,254.2,132.4
0.015,-0.011,254.2,132.4
-0.004,0.007,254.2,132.4
-0.059,0.018,254.2,132.4
-0.041,-0.006,254.2,132.4
-0.052,-0.017,254.2,132.4
-0.032,0.011,254.2,132.4
0.043,0.027,256.3,134.4
0.004,0.007,256.3,134.4
-0.048,0.015,256.3,134.4
0.012,0.029,256.3,134.4
0.035,-0.006,256.3,134.4
-0.019,0.023,256.3,134.4
-0.017,0.012,256.3,134.4
-0.049,0.022,256.3,134.4
-0.034,0.009,256.3,134.4
-0.001,-0.007,256.3,134.4
-0.021,0.004,256.3,134.4
-0.003,-0.022,256.3,134.4
-0.058,-0.007,256.3,134.4
-0.03,-0.001,256.3,134.4
-0.02,-0.008,256.3,134.4
-0.012,0.001,256.3,134.4
-0.024,0.004,256.3,134.4
-0.047,-0.009,256.3,134.4
-0.063,0.015,256.3,134.4
-0.025,-0.016,256.3,134.4
0.0,0.002,257.3,136.5
0.017,-0.04,257.3,136.5
-0.02,-0.006,257.3,136.5
-0.061,0.011,257.3,136.5
-0.008,-0.021,257.3,136.5
0.018,-0.026,257.3,136.5
0.0,-0.008,257.3,136.5
-0.018,-0.042,257.3,136.5
-0.001,-0.055,257.3,136.5
-0.006,-0.048,257.3,136.5
0.015,-0.031,258.4,135.6
-0.025,-0.037,258.4,135.6
-0.037,-0.041,258.4,135.6
0.016,-0.014,258.4,135.6
0.069,-0.019,258.4,135.6
-0.007,-0.04,258.4,135.6
-0.087,-0.02,258.4,135.6
-0.013,0.002,258.4,135.6
0.001,-0.046,258.4,135.6
0.012,-0.042,258.4,135.6
0.024,-0.002,258.8,136.3
-0.009,-0.019,258.8,136.3
-0.031,-0.017,258.8,136.3
-0.007,-0.015,258.8,136.3
-0.048,-0.015,258.8,136.3
-0.058,-0.024,258.8,136.3
-0.01,-0.0,258.8,136.3
0.007,-0.011,258.8,136.3
0.061,-0.008,258.8,136.3
0.053,-0.019,258.8,136.3
0.024,-0.004,258.4,137.1
-0.013,-0.023,258.4,137.1
-0.026,-0.04,258.4,137.1
-0.035,0.006,258.4,137.1
-0.042,0.028,258.4,137.1
0.009,0.004,258.4,137.1
0.056,-0.019,258.4,137.1
-0.02,-0.04,258.4,137.1
-0.101,-0.026,258.4,137.1
-0.106,0.002,258.4,137.1
-0.027,-0.011,258.4,137.1
0.03,0.001,258.4,137.1
0.054,-0.001,258.4,137.1
0.022,-0.05,258.4,137.1
0.019,-0.016,258.4,137.1
-0.035,0.009,258.4,137.1
0.034,-0.03,258.4,137.1
0.003,-0.011,258.4,137.1
-0.024,0.0,258.4,137.1
-0.021,-0.004,258.4,137.1
-0.013,-0.022,258.8,136.3
-0.013,-0.02,258.8,136.3
0.016,0.017,258.8,136.3
0.039,0.035,258.8,136.3
0.037,-0.017,258.8,136.3
0.028,-0.007,258.8,136.3
0.01,-0.004,258.8,136.3
-0.015,-0.002,258.8,136.3
-0.033,0.003,258.8,136.3
-0.027,0.023,258.8,136.3
-0.007,-0.03,258.4,137.3
0.027,-0.031,258.4,137.3
-0.022,-0.008,258.4,137.3
-0.016,0.008,258.4,137.3
0.002,0.001,258.4,137.3
0.007,0.013,258.4,137.3
-0.007,0.004,258.4,137.3
-0.025,-0.026,258.4,137.3
0.028,-0.005,258.4,137.3
0.065,0.015,258.4,137.3
0.036,-0.005,258.4,137.0
-0.025,-0.012,258.4,137.0
0.057,0.006,258.4,137.0
-0.03,0.004,258.4,137.0
-0.07,-0.009,258.4,137.0
-0.082,0.043,258.4,137.0
-0.002,0.032,258.4,137.0
0.045,0.028,258.4,137.0
0.127,0.005,258.4,137.0
0.038,0.015,258.0,136.1
-0.09,0.048,258.0,136.1
-0.088,0.06,258.0,136.1
-0.036,0.016,258.0,136.1
0.018,0.045,258.0,136.1
-0.025,0.021,258.0,136.1
0.021,0.004,258.0,136.1
0.093,-0.013,258.0,136.1
-0.015,0.06,258.0,136.1
0.074,-0.082,258.0,136.1
0.077,-0.0,257.7,135.9
-0.019,0.023,257.7,135.9
0.026,-0.027,257.7,135.9
-0.017,-0.049,257.7,135.9
0.167,-0.035,257.7,135.9
0.093,-0.053,257.7,135.9
0.031,-0.006,257.7,135.9
0.066,-0.038,257.7,135.9
-0.022,-0.004,257.7,135.9
-0.13,0.032,257.7,135.9
-0.145,-0.025,257.7,135.4
-0.059,-0.033,257.7,135.4
0.096,-0.028,257.7,135.4
0.076,-0.022,257.7,135.4
0.02,-0.011,257.7,135.4
-0.01,0.003,257.7,135.4
-0.02,-0.044,257.7,135.4
0.039,0.029,257.7,135.4
0.047,0.024,257.7,135.4
-0.058,-0.023,257.7,135.4
-0.043,0.009,257.0,137.0
-0.058,0.048,257.0,137.0
-0.0,-0.005,257.0,137.0
-0.004,0.012,257.0,137.0
0.021,0.006,257.0,137.0
0.017,0.0,257.0,137.0
0.037,0.019,257.0,137.0
-0.03,0.011,257.0,137.0
-0.054,0.007,257.0,137.0
-0.062,-0.008,257.0,137.0
-0.073,-0.011,257.0,137.0
-0.085,-0.019,257.0,137.0
-0.06,-0.007,257.0,137.0
0.005,-0.045,257.0,137.0
0.081,0.04,257.0,137.0
0.076,0.011,257.0,137.0
0.042,0.004,257.0,137.0
0.018,-0.012,257.0,137.0
-0.05,0.027,257.0,137.0
-0.038,0.02,257.0,137.0
-0.007,-0.033,257.0,136.8
0.108,0.017,257.0,136.8
-0.005,-0.015,257.0,136.8
-0.121,-0.005,257.0,136.8
-0.158,-0.002,257.0,136.8
-0.057,-0.004,257.0,136.8
0.043,0.008,257.0,136.8
0.069,-0.002,257.0,136.8
0.031,-0.015,257.0,136.8
0.013,0.005,257.0,136.8
-0.014,0.012,257.0,136.8
-0.013,0.029,257.0,136.8
-0.001,0.012,257.0,136.8
0.021,0.016,257.0,136.8
-0.046,0.017,257.0,136.8
-0.02,0.045,257.0,136.8
0.006,0.023,257.0,136.8
-0.004,0.01,257.0,136.8
