acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,angle
0.025,0.11,-0.009,-1.579,0.058,-0.455,245.4
0.026,0.132,-0.009,-1.575,0.053,-0.458,243.3
-0.086,0.098,-0.009,-1.575,0.051,-0.46,243.3
-0.029,0.097,0.008,-1.575,0.05,-0.463,243.3
-0.026,0.086,-0.008,-1.574,0.051,-0.466,243.3
0.011,0.055,0.02,-1.575,0.048,-0.468,243.3
0.055,0.078,-0.02,-1.574,0.052,-0.471,243.3
-0.044,0.079,-0.015,-1.575,0.054,-0.474,243.3
0.003,0.127,0.009,-1.578,0.048,-0.478,243.3
-0.005,0.083,-0.027,-1.576,0.041,-0.481,243.3
-0.04,0.083,-0.036,-1.572,0.037,-0.484,243.3
-0.029,0.071,-0.0,-1.572,0.032,-0.487,242.9
-0.008,0.082,0.015,-1.573,0.025,-0.491,242.9
0.058,0.071,-0.042,-1.569,0.023,-0.494,242.9
0.021,0.052,-0.044,-1.564,0.026,-0.498,242.9
-0.05,0.04,-0.02,-1.56,0.026,-0.502,242.9
-0.006,0.054,-0.041,-1.555,0.022,-0.506,242.9
-0.01,0.042,-0.035,-1.55,0.019,-0.51,242.9
-0.039,0.048,-0.034,-1.547,0.017,-0.514,242.9
-0.016,0.041,-0.021,-1.546,0.016,-0.518,242.9
-0.054,0.036,-0.015,-1.546,0.016,-0.522,242.9
0.007,0.052,-0.006,-1.544,0.017,-0.526,243.3
0.005,0.021,-0.011,-1.544,0.018,-0.53,243.3
-0.039,0.019,0.002,-1.545,0.019,-0.534,243.3
0.181,0.107,0.048,-1.545,0.02,-0.539,243.3
0.125,0.102,-0.011,-1.543,0.023,-0.543,243.3
-0.169,0.041,-0.006,-1.543,0.026,-0.549,243.3
-0.104,0.068,0.045,-1.546,0.025,-0.554,243.3
0.017,0.057,0.027,-1.548,0.023,-0.559,243.3
-0.026,0.051,-0.007,-1.547,0.021,-0.564,243.3
0.02,0.082,0.022,-1.548,0.019,-0.569,243.3
-0.011,0.064,0.028,-1.55,0.016,-0.575,244.0
-0.062,0.039,0.009,-1.552,0.014,-0.581,244.0
-0.088,0.055,0.021,-1.553,0.012,-0.586,244.0
0.033,0.073,0.022,-1.555,0.005,-0.592,244.0
-0.022,0.06,0.003,-1.555,0.004,-0.598,244.0
-0.065,0.05,0.019,-1.555,0.006,-0.605,244.0
-0.071,0.103,-0.004,-1.556,-0.003,-0.613,244.0
-0.124,0.106,0.009,-1.558,-0.014,-0.621,244.0
-0.171,0.081,0.006,-1.56,-0.02,-0.63,244.0
-0.034,0.099,0.035,-1.567,-0.03,-0.638,244.0
0.02,0.079,0.001,-1.571,-0.036,-0.647,244.0
-0.028,0.067,0.003,-1.571,-0.042,-0.656,245.7
-0.044,0.129,0.031,-1.577,-0.051,-0.665,245.7
-0.135,0.085,0.02,-1.579,-0.058,-0.673,245.7
0.106,0.056,0.008,-1.581,-0.072,-0.682,245.7
0.166,0.067,-0.018,-1.58,-0.075,-0.691,245.7
0.008,0.012,-0.013,-1.579,-0.077,-0.7,245.7
-0.049,0.083,-0.035,-1.58,-0.082,-0.71,245.7
-0.235,0.113,-0.013,-1.585,-0.087,-0.719,245.7
-0.252,0.113,-0.015,-1.588,-0.091,-0.728,245.7
-0.081,0.067,0.002,-1.592,-0.099,-0.738,245.7
0.072,0.075,0.026,-1.594,-0.11,-0.748,248.9
0.148,0.055,0.011,-1.594,-0.115,-0.758,248.9
0.111,0.066,-0.02,-1.591,-0.12,-0.769,248.9
0.026,0.082,-0.0,-1.59,-0.123,-0.779,248.9
-0.009,0.027,-0.023,-1.588,-0.126,-0.787,248.9
-0.105,-0.006,-0.025,-1.587,-0.122,-0.793,248.9
-0.16,-0.039,-0.03,-1.589,-0.12,-0.798,248.9
-0.131,-0.061,-0.008,-1.591,-0.114,-0.804,248.9
-0.019,-0.039,0.012,-1.594,-0.108,-0.81,248.9
0.056,-0.069,-0.005,-1.598,-0.107,-0.817,248.9
-0.038,-0.058,-0.016,-1.601,-0.109,-0.825,253.1
0.052,0.007,-0.017,-1.601,-0.11,-0.832,253.1
0.038,0.022,-0.025,-1.6,-0.109,-0.841,253.1
-0.08,0.01,-0.034,-1.601,-0.109,-0.849,253.1
-0.051,0.019,-0.029,-1.601,-0.108,-0.856,253.1
-0.102,-0.006,-0.001,-1.601,-0.105,-0.863,253.1
-0.051,0.002,-0.014,-1.601,-0.106,-0.87,253.1
0.032,-0.016,-0.022,-1.602,-0.108,-0.878,253.1
-0.03,0.032,-0.023,-1.603,-0.111,-0.886,253.1
0.032,0.027,-0.011,-1.603,-0.111,-0.893,253.1
-0.068,-0.017,-0.019,-1.605,-0.113,-0.901,255.2
0.01,0.014,-0.02,-1.605,-0.115,-0.908,255.2
0.054,-0.021,-0.015,-1.603,-0.114,-0.915,255.2
0.015,0.01,0.002,-1.602,-0.112,-0.923,255.2
-0.077,0.036,-0.048,-1.602,-0.111,-0.931,255.2
0.032,0.126,-0.013,-1.605,-0.104,-0.938,255.2
-0.252,-0.02,0.022,-1.61,-0.099,-0.945,255.2
0.206,-0.005,0.073,-1.607,-0.097,-0.953,255.2
0.303,0.035,-0.096,-1.603,-0.095,-0.96,255.2
-0.164,-0.105,-0.064,-1.605,-0.092,-0.969,258.8
-0.224,-0.006,-0.002,-1.61,-0.093,-0.978,258.8
-0.174,0.016,-0.007,-1.613,-0.096,-0.985,258.8
-0.04,-0.023,-0.036,-1.611,-0.094,-0.992,258.8
0.044,-0.034,-0.034,-1.607,-0.094,-0.999,258.8
-0.01,-0.005,0.003,-1.607,-0.093,-1.006,258.8
0.024,0.062,-0.003,-1.607,-0.095,-1.013,258.8
-0.055,-0.019,-0.041,-1.607,-0.095,-1.021,258.8
-0.05,0.014,-0.026,-1.607,-0.094,-1.027,258.8
-0.069,-0.05,-0.029,-1.608,-0.089,-1.033,258.8
-0.08,-0.057,-0.026,-1.606,-0.088,-1.038,261.6
-0.016,-0.064,-0.015,-1.607,-0.079,-1.043,261.6
-0.098,-0.032,-0.019,-1.605,-0.076,-1.05,261.6
-0.038,0.025,-0.009,-1.606,-0.083,-1.057,261.6
-0.027,0.034,-0.021,-1.606,-0.086,-1.065,261.6
0.027,0.034,-0.013,-1.605,-0.09,-1.073,261.6
-0.017,0.039,-0.036,-1.606,-0.09,-1.081,261.6
-0.049,0.007,-0.028,-1.607,-0.09,-1.089,261.6
-0.018,0.055,-0.03,-1.607,-0.094,-1.096,261.6
-0.038,0.02,-0.017,-1.607,-0.094,-1.103,261.6
-0.038,0.012,-0.027,-1.608,-0.092,-1.111,264.0
-0.031,0.017,-0.028,-1.609,-0.091,-1.118,264.0
-0.024,-0.005,-0.053,-1.611,-0.091,-1.126,264.0
-0.036,0.047,-0.026,-1.613,-0.093,-1.133,264.0
-0.083,-0.029,-0.033,-1.614,-0.094,-1.14,264.0
-0.005,0.016,-0.017,-1.615,-0.095,-1.148,264.0
0.038,0.057,-0.027,-1.615,-0.096,-1.155,264.0
-0.038,0.018,-0.037,-1.617,-0.096,-1.163,264.0
-0.093,0.04,-0.019,-1.616,-0.096,-1.171,264.0
-0.031,0.005,-0.034,-1.616,-0.099,-1.179,264.0
0.014,-0.001,-0.026,-1.612,-0.101,-1.187,267.2
-0.002,0.037,-0.029,-1.609,-0.109,-1.194,267.2
-0.057,0.013,-0.034,-1.609,-0.112,-1.202,267.2
-0.051,0.043,-0.027,-1.611,-0.116,-1.21,267.2
-0.056,0.002,-0.019,-1.611,-0.117,-1.218,267.2
-0.055,-0.007,-0.01,-1.608,-0.118,-1.225,267.2
-0.1,-0.004,-0.019,-1.609,-0.117,-1.232,267.2
-0.049,-0.002,0.004,-1.613,-0.119,-1.239,267.2
0.098,0.04,-0.015,-1.616,-0.123,-1.247,267.2
0.041,0.005,-0.052,-1.615,-0.121,-1.255,267.2
-0.002,0.029,-0.017,-1.614,-0.12,-1.263,270.7
0.068,0.047,-0.032,-1.614,-0.12,-1.271,270.7
-0.083,-0.0,-0.04,-1.611,-0.122,-1.279,270.7
0.006,0.035,-0.003,-1.612,-0.131,-1.287,270.7
0.056,0.067,-0.053,-1.611,-0.132,-1.295,270.7
-0.041,0.055,-0.041,-1.614,-0.13,-1.304,270.7
-0.012,0.062,-0.002,-1.615,-0.13,-1.313,270.7
-0.013,0.026,-0.023,-1.616,-0.127,-1.32,270.7
0.026,0.002,-0.026,-1.616,-0.124,-1.327,270.7
-0.007,-0.021,-0.024,-1.617,-0.124,-1.334,270.7
-0.026,-0.036,0.003,-1.611,-0.128,-1.341,270.7
0.056,-0.019,-0.025,-1.608,-0.134,-1.348,274.2
-0.04,0.023,-0.043,-1.608,-0.138,-1.356,274.2
-0.02,0.022,-0.018,-1.61,-0.14,-1.363,274.2
-0.092,0.002,-0.043,-1.61,-0.143,-1.37,274.2
-0.032,-0.001,-0.026,-1.607,-0.143,-1.376,274.2
0.014,0.003,-0.025,-1.606,-0.142,-1.383,274.2
-0.025,-0.002,-0.022,-1.605,-0.139,-1.39,274.2
-0.015,0.016,-0.022,-1.606,-0.138,-1.398,274.2
-0.091,-0.014,-0.019,-1.607,-0.136,-1.405,274.2
-0.147,-0.014,-0.007,-1.609,-0.138,-1.412,277.7
-0.019,-0.02,-0.017,-1.612,-0.139,-1.419,277.7
0.134,0.041,-0.013,-1.612,-0.139,-1.427,277.7
0.164,0.024,-0.041,-1.609,-0.132,-1.435,277.7
0.003,0.011,-0.019,-1.608,-0.129,-1.442,277.7
-0.084,0.028,-0.017,-1.607,-0.129,-1.449,277.7
-0.185,-0.028,-0.039,-1.606,-0.126,-1.455,277.7
-0.122,-0.054,-0.027,-1.607,-0.123,-1.461,277.7
-0.09,-0.064,-0.022,-1.608,-0.118,-1.465,277.7
-0.008,-0.07,-0.022,-1.609,-0.11,-1.471,277.7
-0.029,-0.061,-0.03,-1.611,-0.108,-1.476,280.2
-0.027,-0.054,-0.011,-1.611,-0.103,-1.481,280.2
-0.04,-0.041,-0.031,-1.609,-0.103,-1.485,280.2
-0.012,-0.005,-0.04,-1.607,-0.101,-1.49,280.2
-0.052,-0.045,-0.033,-1.604,-0.101,-1.494,280.2
-0.088,0.016,-0.014,-1.606,-0.097,-1.5,280.2
-0.024,0.026,-0.01,-1.608,-0.098,-1.507,280.2
-0.006,0.007,-0.048,-1.608,-0.101,-1.513,280.2
-0.009,0.004,-0.01,-1.609,-0.104,-1.52,280.2
0.017,-0.047,-0.003,-1.609,-0.108,-1.525,280.2
0.001,-0.069,-0.032,-1.609,-0.113,-1.53,283.0
0.021,-0.003,-0.007,-1.609,-0.119,-1.534,283.0
0.007,-0.029,-0.028,-1.61,-0.122,-1.538,283.0
-0.14,-0.094,-0.027,-1.61,-0.125,-1.542,283.0
0.052,-0.054,-0.006,-1.608,-0.121,-1.545,283.0
0.082,-0.043,-0.037,-1.604,-0.12,-1.549,283.0
0.065,-0.063,-0.011,-1.598,-0.117,-1.552,283.0
0.115,-0.018,0.004,-1.596,-0.111,-1.556,283.0
0.15,-0.003,0.001,-1.594,-0.111,-1.56,283.0
0.147,-0.005,0.002,-1.589,-0.109,-1.564,283.0
0.154,0.032,-0.007,-1.585,-0.105,-1.568,284.8
0.171,-0.012,-0.038,-1.579,-0.098,-1.571,284.8
0.124,-0.013,-0.069,-1.573,-0.093,-1.575,284.8
0.09,-0.036,-0.066,-1.566,-0.088,-1.578,284.8
-0.015,-0.036,-0.03,-1.557,-0.083,-1.581,284.8
-0.022,-0.009,-0.071,-1.551,-0.082,-1.583,284.8
0.052,-0.025,-0.069,-1.549,-0.077,-1.586,284.8
-0.006,-0.047,-0.069,-1.546,-0.068,-1.588,284.8
-0.038,-0.075,-0.104,-1.535,-0.051,-1.59,284.8
-0.018,-0.089,-0.113,-1.523,-0.035,-1.591,284.8
0.053,-0.059,-0.16,-1.503,-0.023,-1.592,286.5
0.032,-0.07,-0.175,-1.485,-0.018,-1.594,286.5
-0.063,-0.036,-0.169,-1.474,-0.008,-1.596,286.5
0.041,-0.035,-0.206,-1.46,-0.002,-1.598,286.5
0.047,-0.071,-0.256,-1.457,-0.0,-1.601,286.5
-0.095,-0.038,-0.234,-1.448,0.004,-1.603,286.5
-0.202,-0.011,-0.277,-1.442,0.003,-1.606,286.5
-0.183,0.01,-0.208,-1.44,0.003,-1.608,286.5
-0.006,0.033,-0.146,-1.436,0.001,-1.611,286.5
-0.025,-0.005,-0.156,-1.427,-0.0,-1.615,286.5
-0.054,0.059,0.031,-1.419,-0.007,-1.62,286.5
-0.073,0.085,0.08,-1.423,-0.011,-1.626,286.5
-0.034,0.197,0.09,-1.424,-0.018,-1.634,286.5
-0.003,0.239,0.073,-1.424,-0.024,-1.646,286.5
-0.001,0.308,0.085,-1.425,-0.03,-1.66,286.5
-0.039,0.304,0.075,-1.425,-0.033,-1.674,286.5
-0.03,0.306,0.087,-1.425,-0.035,-1.686,286.5
-0.023,0.255,0.077,-1.426,-0.036,-1.698,286.5
-0.047,0.212,0.104,-1.427,-0.037,-1.708,286.5
-0.034,0.19,0.091,-1.428,-0.039,-1.717,286.5
-0.033,0.189,0.078,-1.43,-0.041,-1.726,288.6
-0.019,0.164,0.129,-1.431,-0.044,-1.734,288.6
0.128,0.19,0.11,-1.43,-0.048,-1.743,288.6
-0.05,0.148,0.087,-1.43,-0.048,-1.752,288.6
-0.085,0.14,0.113,-1.435,-0.053,-1.762,288.6
-0.034,0.178,0.083,-1.449,-0.073,-1.771,288.6
-0.029,0.122,0.077,-1.465,-0.105,-1.781,288.6
0.003,0.125,0.054,-1.475,-0.123,-1.792,288.6
-0.017,0.112,0.048,-1.485,-0.14,-1.803,288.6
-0.01,0.118,0.054,-1.494,-0.157,-1.815,288.6
0.001,0.096,0.03,-1.501,-0.175,-1.827,294.6
0.039,0.101,0.041,-1.504,-0.192,-1.837,294.6
0.008,0.078,0.024,-1.51,-0.206,-1.85,294.6
-0.001,0.051,0.023,-1.515,-0.214,-1.861,294.6
-0.028,0.017,0.037,-1.52,-0.223,-1.872,294.6
-0.006,0.033,0.013,-1.524,-0.228,-1.882,294.6
-0.016,-0.002,0.021,-1.528,-0.229,-1.892,294.6
-0.084,0.023,0.033,-1.531,-0.231,-1.901,294.6
-0.065,0.009,0.018,-1.535,-0.234,-1.911,294.6
-0.033,-0.006,0.031,-1.539,-0.233,-1.92,294.6
0.019,-0.034,0.019,-1.545,-0.234,-1.93,300.2
-0.023,-0.039,0.026,-1.546,-0.237,-1.938,300.2
0.047,-0.04,0.044,-1.547,-0.238,-1.946,300.2
-0.009,-0.074,-0.017,-1.547,-0.236,-1.952,300.2
-0.053,-0.138,0.007,-1.549,-0.234,-1.956,300.2
-0.102,-0.162,0.012,-1.55,-0.233,-1.959,300.2
-0.074,-0.142,0.004,-1.553,-0.221,-1.962,300.2
-0.036,-0.144,0.006,-1.555,-0.203,-1.966,300.2
0.003,-0.118,0.008,-1.558,-0.19,-1.969,300.2
0.008,-0.13,0.02,-1.561,-0.177,-1.973,300.2
0.001,-0.098,0.014,-1.562,-0.169,-1.975,303.8
-0.002,-0.105,0.011,-1.564,-0.159,-1.979,303.8
-0.058,-0.113,-0.006,-1.564,-0.157,-1.981,303.8
-0.029,-0.105,0.004,-1.564,-0.152,-1.984,303.8
-0.028,-0.097,0.005,-1.564,-0.148,-1.986,303.8
-0.056,-0.09,-0.01,-1.562,-0.144,-1.989,303.8
-0.038,-0.102,-0.009,-1.562,-0.141,-1.992,303.8
-0.106,-0.09,0.012,-1.563,-0.138,-1.994,303.8
0.018,-0.062,-0.003,-1.563,-0.135,-1.996,303.8
0.081,-0.068,0.007,-1.566,-0.13,-1.999,303.8
-0.019,-0.049,-0.021,-1.565,-0.125,-2.0,305.2
-0.038,-0.103,-0.009,-1.565,-0.12,-2.002,305.2
-0.089,-0.139,-0.043,-1.562,-0.114,-2.002,305.2
-0.085,-0.164,-0.055,-1.562,-0.116,-2.003,305.2
-0.031,-0.112,-0.021,-1.562,-0.12,-2.004,305.2
0.022,-0.073,-0.045,-1.562,-0.123,-2.004,305.2
0.017,-0.098,-0.035,-1.562,-0.123,-2.004,305.2
-0.039,-0.131,-0.019,-1.564,-0.121,-2.003,305.2
-0.044,-0.121,-0.022,-1.564,-0.109,-2.002,305.2
0.058,-0.116,-0.017,-1.563,-0.103,-2.001,305.2
0.016,-0.125,-0.029,-1.561,-0.097,-2.0,305.5
0.017,-0.134,-0.03,-1.557,-0.083,-1.998,305.5
-0.001,-0.113,-0.009,-1.554,-0.065,-1.996,305.5
-0.039,-0.138,-0.016,-1.553,-0.051,-1.993,305.5
-0.046,-0.094,-0.004,-1.552,-0.036,-1.99,305.5
-0.016,-0.094,0.001,-1.552,-0.025,-1.987,305.5
0.02,-0.094,-0.014,-1.55,-0.016,-1.985,305.5
-0.011,-0.084,-0.011,-1.551,-0.009,-1.982,305.5
-0.068,-0.075,0.013,-1.551,-0.006,-1.98,305.5
0.056,0.011,-0.015,-1.552,0.002,-1.977,305.5
0.013,-0.094,-0.023,-1.553,0.002,-1.974,304.8
-0.118,-0.109,0.014,-1.553,0.001,-1.97,304.8
0.137,-0.022,0.013,-1.553,0.0,-1.966,304.8
0.151,-0.084,0.002,-1.551,-0.001,-1.963,304.8
-0.039,-0.095,-0.029,-1.551,-0.004,-1.96,304.8
-0.09,-0.094,0.023,-1.553,-0.004,-1.956,304.8
-0.06,-0.146,-0.005,-1.555,0.008,-1.952,304.8
-0.046,-0.142,-0.012,-1.554,0.019,-1.946,304.8
0.037,-0.12,-0.014,-1.553,0.033,-1.938,304.8
0.004,-0.133,-0.005,-1.553,0.039,-1.932,304.8
-0.11,-0.139,-0.013,-1.553,0.043,-1.927,302.7
0.018,-0.102,-0.008,-1.553,0.05,-1.922,302.7
0.04,-0.068,-0.017,-1.551,0.052,-1.917,302.7
-0.052,-0.045,-0.006,-1.55,0.054,-1.913,302.7
0.044,0.033,-0.013,-1.548,0.05,-1.911,302.7
-0.0,0.01,-0.002,-1.547,0.047,-1.91,302.7
-0.014,0.012,-0.013,-1.546,0.045,-1.909,302.7
0.016,-0.003,0.005,-1.546,0.043,-1.906,302.7
0.048,-0.038,-0.013,-1.545,0.046,-1.902,302.7
-0.016,-0.054,-0.007,-1.543,0.052,-1.897,302.7
-0.051,-0.071,0.011,-1.546,0.062,-1.892,299.5
-0.069,-0.132,-0.007,-1.546,0.068,-1.887,299.5
0.017,-0.032,0.004,-1.547,0.071,-1.883,299.5
-0.021,0.017,-0.007,-1.546,0.064,-1.88,299.5
-0.064,-0.004,-0.004,-1.548,0.057,-1.879,299.5
-0.028,0.01,0.015,-1.549,0.052,-1.877,299.5
-0.053,0.02,0.002,-1.549,0.051,-1.875,299.5
-0.026,0.018,0.01,-1.551,0.048,-1.873,299.5
0.01,-0.014,-0.01,-1.551,0.049,-1.871,299.5
-0.05,-0.006,0.002,-1.553,0.047,-1.867,297.4
0.04,-0.015,-0.035,-1.553,0.047,-1.864,297.4
0.07,-0.01,-0.03,-1.551,0.049,-1.86,297.4
-0.007,-0.049,-0.002,-1.55,0.052,-1.857,297.4
0.031,-0.016,-0.026,-1.548,0.054,-1.854,297.4
0.1,-0.013,0.005,-1.546,0.055,-1.848,297.4
0.05,0.007,-0.045,-1.544,0.056,-1.845,297.4
-0.105,-0.03,-0.012,-1.545,0.06,-1.842,297.4
-0.075,-0.058,0.007,-1.546,0.062,-1.838,297.4
-0.035,-0.048,-0.021,-1.544,0.064,-1.835,295.7
-0.006,-0.023,-0.013,-1.543,0.063,-1.832,295.7
0.022,-0.029,-0.001,-1.544,0.065,-1.828,295.7
-0.029,-0.058,-0.003,-1.544,0.067,-1.824,295.7
-0.037,-0.013,-0.008,-1.544,0.071,-1.819,295.7
-0.028,-0.07,0.005,-1.545,0.078,-1.814,295.7
0.014,-0.059,-0.006,-1.545,0.086,-1.81,295.7
-0.041,-0.033,-0.018,-1.547,0.088,-1.805,295.7
0.0,-0.073,-0.005,-1.548,0.091,-1.801,295.7
0.022,-0.028,0.003,-1.548,0.094,-1.796,295.7
0.0,-0.009,-0.015,-1.547,0.092,-1.793,295.7
-0.013,0.014,-0.022,-1.546,0.092,-1.79,293.6
0.026,0.018,-0.001,-1.546,0.094,-1.786,293.6
-0.03,-0.014,-0.019,-1.543,0.096,-1.784,293.6
-0.07,-0.027,0.009,-1.542,0.102,-1.78,293.6
-0.012,-0.005,0.007,-1.545,0.105,-1.776,293.6
-0.088,-0.024,-0.001,-1.547,0.104,-1.772,293.6
-0.023,-0.053,0.009,-1.547,0.107,-1.768,293.6
0.032,-0.005,0.019,-1.548,0.109,-1.763,293.6
-0.073,-0.037,0.009,-1.548,0.107,-1.759,293.6
-0.009,-0.008,-0.0,-1.549,0.107,-1.755,293.6
0.017,-0.01,-0.017,-1.549,0.109,-1.751,291.1
-0.016,0.033,-0.016,-1.547,0.111,-1.747,291.1
-0.024,-0.032,0.007,-1.548,0.113,-1.743,291.1
-0.027,-0.014,-0.004,-1.548,0.116,-1.739,291.1
-0.026,-0.043,-0.005,-1.547,0.12,-1.735,291.1
0.009,-0.053,0.007,-1.548,0.124,-1.73,291.1
0.001,-0.02,-0.023,-1.547,0.125,-1.726,291.1
-0.018,-0.0,-0.035,-1.545,0.125,-1.722,291.1
-0.038,-0.016,-0.019,-1.544,0.126,-1.718,291.1
-0.002,-0.006,-0.026,-1.542,0.128,-1.714,288.3
-0.015,0.013,-0.035,-1.54,0.125,-1.71,288.3
-0.059,-0.008,-0.011,-1.54,0.126,-1.706,288.3
-0.021,0.015,-0.014,-1.537,0.129,-1.703,288.3
-0.056,0.026,-0.01,-1.54,0.133,-1.7,288.3
0.075,0.048,-0.011,-1.539,0.13,-1.697,288.3
-0.015,0.029,0.006,-1.533,0.126,-1.695,288.3
-0.052,0.014,-0.008,-1.533,0.124,-1.693,288.3
-0.039,0.002,-0.003,-1.534,0.124,-1.689,288.3
-0.016,0.009,0.013,-1.535,0.122,-1.685,288.3
-0.01,-0.017,-0.014,-1.535,0.12,-1.681,288.3
-0.016,-0.018,-0.004,-1.534,0.119,-1.678,285.1
-0.034,0.015,-0.023,-1.534,0.118,-1.675,285.1
-0.053,-0.006,-0.003,-1.533,0.115,-1.673,285.1
0.033,0.015,0.009,-1.533,0.111,-1.671,285.1
0.058,0.055,-0.018,-1.532,0.106,-1.668,285.1
0.015,0.024,0.002,-1.531,0.102,-1.666,285.1
-0.023,0.022,0.001,-1.53,0.099,-1.663,285.1
-0.046,0.02,-0.017,-1.528,0.097,-1.661,285.1
-0.003,0.036,-0.011,-1.527,0.097,-1.658,285.1
0.011,0.008,-0.01,-1.525,0.099,-1.654,285.1
-0.028,-0.043,-0.012,-1.524,0.109,-1.65,283.0
-0.101,-0.057,-0.01,-1.525,0.115,-1.646,283.0
-0.101,-0.027,0.002,-1.526,0.117,-1.642,283.0
-0.038,-0.054,-0.042,-1.522,0.117,-1.639,283.0
-0.042,-0.039,-0.012,-1.522,0.115,-1.636,283.0
0.028,0.02,-0.006,-1.522,0.113,-1.633,283.0
0.029,0.01,-0.0,-1.521,0.11,-1.63,283.0
0.046,0.01,-0.021,-1.519,0.107,-1.627,283.0
-0.029,0.021,-0.022,-1.518,0.105,-1.625,283.0
-0.048,-0.002,-0.007,-1.517,0.105,-1.622,283.0
-0.08,0.018,-0.016,-1.518,0.106,-1.62,280.9
-0.104,0.044,-0.015,-1.518,0.106,-1.617,280.9
-0.049,-0.04,-0.016,-1.52,0.107,-1.614,280.9
0.04,0.004,-0.001,-1.52,0.109,-1.611,280.9
0.014,-0.01,-0.008,-1.52,0.113,-1.608,280.9
0.026,0.021,-0.022,-1.52,0.112,-1.605,280.9
0.032,0.018,-0.005,-1.517,0.112,-1.602,280.9
-0.084,0.023,-0.013,-1.515,0.114,-1.6,280.9
-0.044,0.031,0.015,-1.515,0.116,-1.597,280.9
-0.045,-0.01,0.003,-1.516,0.118,-1.594,280.9
-0.002,0.008,-0.003,-1.517,0.117,-1.59,278.8
-0.051,-0.021,-0.007,-1.52,0.12,-1.585,278.8
-0.063,-0.046,0.021,-1.521,0.122,-1.581,278.8
-0.002,0.007,0.001,-1.525,0.122,-1.577,278.8
-0.006,-0.013,0.009,-1.525,0.121,-1.573,278.8
0.01,0.025,-0.005,-1.524,0.124,-1.569,278.8
-0.036,-0.019,0.001,-1.524,0.127,-1.565,278.8
-0.039,-0.013,0.022,-1.525,0.128,-1.56,278.8
-0.006,-0.007,0.021,-1.526,0.128,-1.557,278.8
-0.027,-0.003,-0.02,-1.525,0.129,-1.553,275.6
0.029,0.024,0.021,-1.526,0.126,-1.55,275.6
-0.009,0.019,-0.003,-1.529,0.12,-1.547,275.6
-0.046,0.051,-0.004,-1.53,0.114,-1.544,275.6
-0.081,0.009,0.011,-1.53,0.111,-1.541,275.6
-0.052,0.001,0.03,-1.532,0.112,-1.539,275.6
-0.003,0.039,0.001,-1.535,0.108,-1.536,275.6
0.039,0.008,0.006,-1.535,0.11,-1.533,275.6
0.077,0.032,0.013,-1.535,0.113,-1.53,275.6
0.042,0.038,-0.023,-1.533,0.113,-1.528,275.6
-0.063,0.018,0.022,-1.533,0.114,-1.526,272.8
-0.146,-0.017,0.009,-1.534,0.117,-1.523,272.8
-0.097,0.038,0.047,-1.535,0.113,-1.521,272.8
0.09,0.049,-0.025,-1.535,0.111,-1.519,272.8
0.05,-0.009,0.021,-1.539,0.114,-1.516,272.8
-0.035,-0.053,0.042,-1.547,0.114,-1.509,272.8
-0.014,0.04,-0.024,-1.547,0.114,-1.507,272.8
0.033,0.072,0.005,-1.546,0.116,-1.504,272.8
0.008,0.019,-0.021,-1.545,0.117,-1.502,272.8
-0.046,0.016,0.007,-1.545,0.116,-1.499,270.7
-0.029,0.004,0.012,-1.546,0.12,-1.497,270.7
-0.005,0.022,-0.025,-1.544,0.12,-1.495,270.7
-0.04,0.032,-0.02,-1.544,0.115,-1.493,270.7
-0.013,0.037,-0.014,-1.543,0.111,-1.492,270.7
-0.049,0.012,-0.017,-1.543,0.11,-1.491,270.7
0.015,0.045,0.001,-1.54,0.108,-1.491,270.7
-0.001,0.005,0.005,-1.54,0.106,-1.49,270.7
0.007,0.047,-0.01,-1.538,0.1,-1.49,270.7
0.001,0.047,-0.008,-1.537,0.093,-1.49,270.7
-0.053,0.096,0.02,-1.537,0.085,-1.491,268.2
-0.038,0.016,-0.015,-1.536,0.082,-1.491,268.2
-0.043,0.062,0.002,-1.537,0.082,-1.492,268.2
-0.031,0.077,-0.0,-1.537,0.079,-1.493,268.2
0.005,0.076,0.004,-1.537,0.079,-1.494,268.2
0.008,0.071,0.002,-1.536,0.08,-1.495,268.2
0.031,0.071,-0.023,-1.534,0.079,-1.496,268.2
-0.021,0.085,-0.009,-1.533,0.072,-1.498,268.2
-0.022,0.061,-0.015,-1.532,0.065,-1.5,268.2
-0.038,0.094,-0.025,-1.529,0.057,-1.502,268.2
0.003,0.076,-0.025,-1.525,0.051,-1.505,267.5
0.007,0.09,-0.049,-1.521,0.046,-1.508,267.5
-0.038,0.104,-0.053,-1.517,0.041,-1.512,267.5
0.041,0.132,-0.053,-1.513,0.034,-1.516,267.5
-0.04,0.105,-0.044,-1.511,0.032,-1.52,267.5
-0.065,0.086,-0.039,-1.508,0.028,-1.524,267.5
-0.034,0.118,-0.047,-1.505,0.019,-1.528,267.5
-0.027,0.068,-0.024,-1.502,0.009,-1.532,267.5
0.011,0.057,-0.004,-1.502,0.006,-1.536,267.5
-0.001,0.101,-0.01,-1.504,0.006,-1.54,267.5
0.0,0.079,0.018,-1.504,0.009,-1.544,268.2
0.034,0.073,-0.002,-1.504,0.012,-1.548,268.2
-0.032,0.068,0.009,-1.503,0.009,-1.553,268.2
-0.02,0.089,0.013,-1.501,0.007,-1.557,268.2
